alpha_freq,delta_freq,u_kmeans,g_kmeans,r_freq,i_kmeans,z_width,redshift_freq
5,0,9,11,41,13,4,29
0,6,11,14,43,10,3,2
8,2,8,9,18,7,2,15
2,6,10,11,34,10,3,21
3,7,10,15,46,12,3,27
0,4,12,11,25,8,3,18
0,4,13,10,20,7,2,15
10,4,8,7,12,5,2,14
11,4,14,12,22,7,2,16
8,7,4,4,4,3,1,9
9,6,9,10,20,7,2,15
9,6,10,13,34,9,3,20
0,2,6,9,30,11,3,30
5,10,7,10,42,13,4,31
11,4,10,15,49,13,3,3
11,4,13,13,29,9,3,18
2,2,6,6,11,4,1,13
10,1,5,5,12,5,2,10
9,6,2,3,6,3,1,10
0,2,12,14,49,12,3,5
0,4,9,11,41,13,4,1
6,7,10,11,24,8,2,19
2,8,7,11,42,14,4,30
3,9,10,12,32,10,3,2
1,2,13,13,47,13,4,26
0,0,10,13,36,10,3,20
4,5,4,4,7,4,1,10
11,5,5,5,12,5,2,0
11,4,6,10,38,12,3,31
11,0,9,13,34,9,3,23
11,0,14,12,30,9,3,22
8,7,6,5,7,3,1,13
11,2,7,11,42,14,4,32
6,9,11,14,34,10,3,17
11,4,7,10,33,11,3,32
10,4,5,8,30,11,3,32
4,2,12,12,32,9,3,20
5,10,8,13,41,15,4,15
8,5,12,13,32,9,3,20
9,4,12,13,35,10,3,21
9,4,5,7,22,9,3,33
5,10,10,10,20,7,2,17
11,4,10,12,36,9,3,24
0,4,5,5,6,3,1,12
6,3,13,13,36,10,3,23
6,3,8,10,27,9,3,23
3,2,7,9,20,7,2,22
3,2,13,11,22,8,2,16
10,5,7,8,21,8,3,0
6,9,11,14,42,11,3,24
3,7,7,10,20,7,2,31
0,3,8,10,43,14,4,32
4,9,14,11,24,8,2,21
10,4,12,12,46,12,3,27
8,7,11,12,26,8,3,17
9,5,6,6,11,4,1,10
9,6,2,3,8,4,2,8
9,6,13,15,46,12,3,25
9,5,11,12,32,9,3,17
6,9,3,4,6,3,1,12
11,1,11,13,50,13,4,28
10,1,11,16,50,14,4,28
9,5,7,7,13,5,2,13
9,5,14,12,34,10,3,18
9,6,13,15,42,11,3,24
11,2,7,9,33,11,3,32
1,1,4,7,19,8,3,30
2,1,6,6,13,6,2,6
11,3,6,8,26,11,3,1
10,4,6,6,12,4,1,13
5,10,6,8,29,11,3,30
11,1,11,12,48,15,4,30
4,0,8,11,41,13,4,7
11,5,7,11,33,9,3,22
8,6,2,3,3,2,1,9
6,3,2,3,7,4,2,7
3,3,9,14,37,9,3,24
3,3,9,10,19,6,2,22
9,2,5,7,17,7,2,0
9,9,13,15,46,12,3,6
6,7,10,11,28,9,3,18
2,8,6,7,19,8,3,5
11,5,9,14,47,12,3,26
5,5,12,15,48,8,2,5
11,0,13,13,38,10,3,23
1,7,4,6,14,6,2,2
9,4,2,3,7,5,2,0
8,5,1,1,2,2,1,5
5,10,10,13,44,12,3,25
10,5,14,11,25,8,2,17
3,2,14,13,35,10,3,29
3,2,12,13,27,9,3,17
11,5,6,8,23,9,3,31
11,4,8,12,44,14,4,29
6,6,9,12,32,9,3,23
9,4,5,7,17,7,3,0
1,2,11,14,38,10,3,18
4,6,8,14,49,14,4,27
4,7,10,14,38,10,3,25
11,7,9,10,50,11,3,4
11,3,6,5,6,3,1,11
1,3,5,4,4,2,1,12
10,2,14,18,48,12,3,23
10,4,9,11,45,14,4,10
11,1,12,13,50,15,5,30
9,5,13,12,35,10,3,13
5,0,12,12,28,9,3,16
9,6,7,5,8,4,1,13
11,4,7,11,23,7,2,18
2,2,12,12,36,9,3,22
6,7,12,15,45,10,3,26
6,0,8,10,35,12,3,1
1,3,9,11,22,7,2,17
8,9,9,16,49,13,3,28
10,1,12,14,45,12,3,16
9,5,13,14,37,10,3,19
8,6,4,4,7,4,1,10
7,10,9,11,32,10,3,22
6,3,5,5,5,3,1,12
6,3,4,5,11,5,2,13
11,4,11,10,20,6,2,4
11,6,5,6,14,6,2,2
11,0,8,11,39,10,3,27
11,0,9,10,21,7,2,15
9,5,9,11,43,14,4,31
8,8,9,16,39,9,3,24
1,0,14,18,47,12,3,27
1,0,3,4,7,4,1,10
11,2,7,12,44,14,4,31
0,4,13,14,39,10,3,22
0,4,10,13,35,9,3,22
7,9,5,8,23,10,3,33
6,10,4,4,8,4,1,8
4,10,8,8,14,5,2,15
3,9,13,12,28,9,3,18
9,3,2,2,6,4,2,2
1,8,12,9,18,5,2,4
0,0,7,10,24,8,3,19
8,1,9,12,47,14,4,33
4,5,9,11,25,8,3,24
6,3,15,11,28,9,3,19
11,5,5,7,22,10,3,32
0,0,4,4,10,5,2,9
0,0,4,5,12,5,2,13
0,4,9,9,17,6,2,15
3,6,1,1,0,1,0,8
3,6,8,14,31,9,3,21
3,7,8,18,50,14,3,6
5,6,11,11,37,13,4,2
11,5,14,15,38,10,3,23
7,8,2,2,2,2,1,11
1,5,1,2,3,2,1,7
10,4,8,13,32,9,3,22
11,3,7,8,16,6,2,13
0,3,9,10,21,7,2,17
5,10,7,7,13,5,2,14
2,1,2,4,12,6,2,24
11,1,10,13,48,12,4,28
9,6,10,9,16,6,2,14
11,4,12,13,31,9,3,19
10,4,8,16,44,11,3,26
8,5,6,5,8,4,1,3
0,5,15,18,50,14,2,14
5,2,14,13,35,9,3,23
3,2,11,11,25,8,3,20
3,2,11,10,23,7,2,5
10,1,6,7,16,6,2,13
8,6,9,13,43,11,3,25
9,5,3,4,4,3,1,12
10,2,13,15,48,11,3,2
0,3,4,6,17,7,2,33
11,4,9,9,19,7,2,4
11,2,7,11,44,14,4,28
5,3,7,11,42,15,4,29
10,4,14,12,36,10,3,3
1,3,10,11,21,8,2,16
1,3,12,16,44,11,3,24
6,7,11,17,44,11,3,25
4,10,10,16,44,11,3,24
3,4,5,5,7,4,1,4
6,8,8,11,42,14,4,27
5,3,3,3,3,2,1,12
5,7,13,14,37,10,3,20
5,5,5,8,24,10,3,30
3,3,8,7,13,5,1,6
11,0,10,14,38,10,3,22
7,2,15,12,27,8,3,20
0,4,13,9,17,6,2,14
5,5,5,5,9,4,1,12
1,4,7,10,30,10,3,23
11,4,13,11,26,8,3,20
0,4,12,16,40,10,3,25
0,4,7,10,20,7,2,18
4,6,13,15,50,15,3,28
4,6,9,14,50,14,4,26
0,2,8,12,44,14,4,32
1,3,5,9,31,11,3,32
7,2,14,14,34,10,3,22
9,5,2,2,1,1,0,8
11,6,11,9,24,10,3,2
0,3,8,8,13,5,2,15
1,0,3,4,8,4,1,10
9,6,2,2,1,1,1,9
8,6,14,11,24,8,3,17
5,0,3,6,17,8,3,3
0,2,3,4,11,5,2,7
2,1,2,1,0,0,0,6
1,1,5,5,12,5,2,4
0,0,4,4,4,3,1,12
4,9,8,11,39,13,4,22
2,8,14,18,49,13,3,27
11,4,8,12,29,9,3,21
5,3,11,11,27,9,3,17
2,6,11,16,45,12,3,24
2,5,9,13,35,9,3,24
3,8,10,13,37,10,3,23
10,4,9,12,29,9,3,21
11,3,14,10,19,7,2,16
7,3,3,2,2,2,1,5
3,3,5,6,10,4,1,11
7,2,9,12,46,15,4,2
4,4,10,13,48,13,3,27
11,0,13,13,45,13,3,27
5,10,10,11,26,9,3,21
10,2,7,10,40,13,4,31
2,5,3,3,3,2,1,6
10,3,15,13,37,10,3,23
9,10,11,16,44,11,3,26
8,10,14,13,38,10,3,21
8,10,14,12,34,10,3,22
11,2,13,15,42,11,3,21
1,4,15,16,47,12,3,28
1,4,14,13,35,11,4,16
0,5,8,11,44,14,4,33
5,10,2,3,4,3,1,9
4,10,11,18,44,11,3,27
0,2,6,8,24,10,3,29
10,5,4,4,8,4,2,4
5,10,12,13,34,9,3,21
11,4,8,7,13,4,1,4
5,10,9,10,20,7,2,16
4,7,3,4,10,5,2,8
5,5,10,12,47,15,4,32
1,3,10,10,19,7,2,17
7,2,8,11,25,8,3,21
0,4,11,10,22,7,2,20
9,5,11,12,28,8,2,20
9,6,3,3,2,2,1,10
11,3,9,9,16,6,2,16
0,2,6,9,33,11,3,4
2,1,10,8,16,6,2,5
11,5,13,17,45,12,3,26
0,3,7,10,39,13,4,4
0,3,3,5,12,5,2,0
8,8,12,17,50,13,3,27
2,6,15,9,18,6,2,17
3,8,5,5,6,3,1,12
10,5,9,10,25,9,3,14
2,7,5,4,5,3,1,9
8,9,13,16,43,11,3,26
9,9,11,14,46,13,3,21
6,10,7,11,26,9,3,15
3,8,8,9,29,11,3,3
10,10,6,3,1,1,0,1
11,1,4,5,13,6,2,10
9,5,13,12,24,8,2,20
9,6,6,5,10,4,1,10
11,0,9,13,47,13,4,26
11,0,12,14,41,11,3,23
4,5,10,12,47,14,4,29
4,5,8,7,12,5,2,14
11,5,4,6,18,8,2,28
11,4,1,2,2,2,1,2
8,5,7,10,40,13,4,33
5,4,4,5,9,4,1,12
10,2,7,10,34,12,4,0
11,2,7,11,47,14,4,31
4,10,11,14,49,13,3,29
11,2,10,16,49,12,3,28
9,6,3,3,3,2,1,9
9,5,5,6,12,5,1,11
9,6,5,5,11,4,1,10
2,8,4,5,14,7,2,2
8,3,3,6,17,7,3,30
0,0,11,14,47,13,4,26
0,0,9,12,30,9,3,18
4,9,8,12,45,14,4,30
5,6,3,3,3,2,1,8
11,1,13,12,34,10,3,25
6,3,4,4,6,3,1,11
3,6,10,9,17,6,2,16
3,6,15,10,20,7,2,17
6,0,7,9,29,11,3,6
10,4,10,14,37,10,3,24
7,2,11,12,39,10,3,21
3,8,13,15,46,12,3,25
9,5,10,11,21,7,2,26
9,6,6,6,8,4,1,13
11,7,10,10,34,12,4,6
2,1,5,7,21,9,3,6
11,4,7,12,27,9,3,21
11,5,9,9,17,6,2,15
5,10,11,10,38,12,4,31
10,5,6,7,18,7,3,1
11,6,10,11,42,13,4,32
3,7,10,13,37,10,3,21
9,2,3,3,3,3,1,5
6,7,12,13,32,9,3,22
6,8,7,11,42,13,4,30
10,5,6,7,18,7,2,3
5,5,6,7,21,9,3,5
0,0,11,16,47,12,3,26
3,2,4,5,10,4,2,12
9,6,8,9,18,7,2,15
9,6,4,4,5,3,1,10
10,9,4,5,13,6,2,0
11,0,10,13,36,10,3,18
11,0,9,9,23,8,3,13
5,10,10,14,41,11,3,23
5,5,8,8,14,5,2,13
6,5,3,4,6,3,1,8
11,3,4,3,3,2,1,9
11,3,7,7,11,4,1,13
11,3,12,8,14,5,2,15
0,3,8,7,11,4,1,14
0,3,9,10,19,7,2,16
1,3,7,9,17,6,2,16
0,2,6,9,35,11,4,31
10,4,11,10,21,7,2,14
9,5,8,10,19,7,2,16
5,0,6,8,23,10,3,7
9,6,7,9,15,6,2,15
8,5,6,8,24,10,3,5
3,9,5,6,11,4,1,14
3,9,12,12,26,8,3,16
11,4,13,17,43,11,3,25
4,5,7,9,32,10,4,11
11,5,3,5,12,6,2,0
9,5,4,3,3,2,1,9
0,3,10,9,16,6,2,15
0,3,7,7,12,5,2,14
4,2,13,11,24,8,2,20
11,4,7,9,17,6,2,16
11,1,9,14,49,14,4,27
5,2,13,14,39,10,3,21
3,6,11,14,49,15,4,29
3,6,14,10,22,7,2,21
4,6,11,14,50,16,4,28
11,6,7,8,21,8,3,0
5,6,9,13,33,9,3,19
5,6,10,14,45,12,3,22
3,8,7,9,29,11,3,33
4,4,14,13,45,13,3,28
10,4,5,5,7,4,1,9
9,4,12,13,33,9,3,20
7,3,10,11,29,9,3,21
5,7,11,9,19,7,2,17
2,6,9,12,32,9,3,18
2,7,12,17,48,11,3,26
4,5,10,12,42,12,3,28
6,5,9,13,34,9,3,23
1,6,3,4,9,5,2,0
9,10,12,9,24,10,3,1
6,9,4,5,8,4,1,12
6,9,10,14,40,10,3,19
8,3,11,16,50,10,2,3
11,2,7,12,40,13,4,29
4,9,13,10,19,7,2,18
5,10,13,9,18,6,2,17
5,10,8,9,17,6,2,14
5,10,4,5,9,4,1,12
0,2,13,13,35,10,3,18
3,4,14,15,41,11,3,22
9,5,11,8,16,6,2,14
9,6,7,7,12,5,2,14
5,5,4,7,18,8,3,30
1,0,15,18,42,11,3,26
1,0,7,6,14,6,2,7
0,0,9,12,47,14,4,27
3,8,11,15,42,11,3,26
2,3,4,5,12,5,2,6
2,8,9,10,30,10,3,4
7,4,11,12,34,10,3,21
1,3,3,3,3,2,1,10
0,1,12,9,28,10,3,13
5,2,10,14,37,9,3,26
10,3,11,12,30,9,3,18
4,6,12,13,48,14,4,28
9,6,6,6,10,4,1,12
8,7,6,6,11,5,2,13
9,6,13,16,32,9,3,22
9,6,4,3,3,2,1,9
9,6,8,8,14,6,2,14
11,5,5,6,12,4,2,10
10,4,12,11,28,10,3,14
4,2,9,11,30,9,3,22
0,3,7,9,38,13,4,9
6,0,8,10,34,12,3,7
10,3,10,13,32,10,3,18
3,8,5,5,8,4,1,11
1,2,12,13,29,9,3,20
0,0,9,12,29,9,3,19
7,10,11,10,27,9,3,2
2,8,12,11,36,12,4,5
3,8,14,16,46,12,3,4
2,8,5,5,9,4,1,8
4,4,14,14,47,13,4,25
11,1,4,4,5,3,1,12
9,6,10,12,34,10,3,22
2,10,7,10,40,13,4,31
0,4,14,12,33,9,3,17
0,4,15,13,31,9,3,21
6,3,4,4,6,3,1,11
6,3,5,4,6,3,1,10
5,7,8,10,26,9,3,18
5,7,14,12,31,9,3,22
6,7,11,15,45,12,3,30
11,0,9,9,18,7,2,15
9,4,0,1,1,1,1,0
9,5,14,11,25,7,2,22
11,4,14,14,42,10,3,23
11,5,6,8,24,10,3,33
1,2,11,11,31,10,3,6
11,4,6,4,4,2,1,9
1,5,11,12,47,14,4,22
8,9,3,4,9,5,2,2
11,4,7,8,14,5,2,16
5,10,10,8,15,6,2,15
4,10,9,10,21,7,2,16
3,9,10,9,19,6,2,4
0,2,12,14,44,10,3,5
0,2,8,11,44,14,4,31
8,0,3,4,10,5,2,2
8,0,6,6,11,5,2,2
4,0,8,11,43,14,4,28
3,6,9,11,24,8,2,21
3,6,7,8,14,5,2,14
11,5,4,5,5,3,1,12
11,7,8,7,17,7,2,5
11,5,13,13,42,11,3,28
1,7,5,6,14,6,2,2
3,2,14,12,29,9,3,17
11,2,7,10,40,12,4,31
2,8,3,2,1,1,1,11
11,4,14,13,26,8,2,24
5,0,1,2,3,3,1,7
10,3,10,11,21,8,2,15
0,3,13,17,43,11,3,26
7,0,2,3,6,4,2,5
10,2,13,16,49,12,3,3
7,9,14,16,46,12,3,27
10,4,7,6,11,4,1,13
7,8,13,14,39,11,3,24
0,6,6,9,32,12,4,33
0,6,7,11,44,14,4,33
10,5,9,12,27,9,3,17
4,4,13,14,37,10,3,20
11,4,14,11,25,8,3,19
11,5,7,6,11,4,1,13
2,10,14,15,47,12,3,5
11,0,11,12,28,8,2,21
0,4,12,11,21,7,2,17
9,4,6,9,28,11,3,6
5,10,4,3,3,2,1,9
8,5,3,4,8,4,1,11
6,3,10,11,40,13,4,5
4,5,5,5,9,4,1,11
4,5,9,11,27,9,3,23
6,5,8,8,14,6,2,15
1,2,9,13,46,14,4,28
11,2,10,12,32,10,3,23
1,1,11,16,50,16,5,14
11,4,12,16,45,12,3,24
0,0,10,13,34,10,3,19
5,10,9,9,16,6,2,18
6,3,4,3,3,2,1,9
5,7,4,5,10,4,1,11
5,7,10,12,36,10,3,6
9,3,10,9,23,9,3,2
11,3,13,8,15,6,2,14
11,4,6,5,6,3,1,4
1,3,14,10,20,7,2,15
9,10,13,16,46,12,3,26
3,6,11,14,49,14,4,27
11,3,10,11,24,8,2,19
0,3,13,13,36,10,3,20
0,3,13,12,27,9,3,18
10,4,15,12,27,9,3,18
10,4,4,3,3,2,1,8
9,5,4,3,1,1,0,12
3,2,12,14,35,9,3,24
0,2,4,7,18,8,3,29
11,3,6,8,25,10,3,24
5,10,5,8,28,11,3,29
4,9,8,9,34,11,3,5
11,1,8,12,43,16,4,20
8,7,10,12,28,9,3,20
8,7,2,1,0,0,0,9
10,4,4,3,3,2,1,9
2,6,10,12,35,10,3,16
0,3,8,11,43,15,4,7
1,3,13,14,45,11,3,4
10,5,5,6,16,7,2,0
2,6,3,3,2,2,1,4
10,0,4,6,17,7,2,33
2,7,7,10,36,12,4,4
4,4,9,12,40,11,3,28
0,4,11,13,36,10,3,23
10,2,8,14,40,10,3,23
0,4,9,11,21,7,2,18
6,5,8,10,20,7,2,17
11,4,1,2,2,2,1,2
9,5,7,6,19,6,2,1
11,2,5,7,22,9,3,24
8,5,3,7,17,8,3,30
3,9,12,15,40,11,3,20
7,10,3,3,6,4,1,9
0,2,8,12,47,14,4,31
9,6,3,4,9,4,2,9
11,7,11,18,50,14,3,27
11,2,9,13,47,14,4,26
2,8,6,7,19,8,3,3
7,3,12,13,31,9,3,21
9,3,2,4,11,5,2,32
5,0,10,10,22,8,2,6
6,10,14,16,49,12,3,26
1,2,3,4,12,5,2,0
7,5,3,4,8,4,2,8
7,9,7,11,45,13,4,28
4,9,12,14,41,10,3,24
10,2,10,8,20,7,3,1
2,6,1,1,1,1,1,3
3,6,8,6,11,4,1,13
5,6,5,7,18,8,3,1
11,7,13,16,48,12,3,26
10,4,7,5,7,3,1,12
9,5,3,3,4,3,1,11
9,5,5,4,5,3,1,12
9,6,4,4,4,3,1,10
11,3,3,2,2,2,1,10
0,3,10,14,35,10,3,21
10,3,10,15,41,10,3,22
0,2,7,10,39,12,3,26
4,10,10,11,35,9,3,17
6,10,3,5,12,6,2,1
4,9,8,12,46,14,4,31
9,5,13,10,20,7,2,18
9,6,3,3,6,4,1,9
0,4,8,10,35,12,3,33
11,4,13,14,42,11,3,23
0,3,10,11,27,8,3,19
0,2,5,7,17,7,2,1
3,3,9,10,21,7,2,17
3,7,4,5,10,4,2,11
11,5,12,11,23,8,2,17
5,2,1,1,0,0,0,9
5,0,9,11,46,14,5,29
5,5,8,11,42,14,4,7
2,9,9,12,48,14,4,32
5,3,5,4,6,3,1,9
6,3,2,3,5,3,1,8
5,5,10,13,49,13,4,28
11,0,9,10,21,7,2,17
11,0,8,8,14,6,2,14
0,3,10,12,45,15,4,30
8,2,9,10,22,8,2,18
0,4,7,7,12,5,1,14
7,10,6,5,8,4,1,12
0,5,6,9,15,6,2,15
0,4,9,12,29,8,3,21
11,5,7,10,39,13,4,29
10,4,9,12,35,10,3,28
0,0,7,11,44,14,4,32
4,10,9,12,24,8,2,18
2,8,11,13,32,9,3,19
9,6,2,1,0,0,0,8
2,4,3,5,10,5,2,11
1,0,4,4,7,3,1,10
0,4,9,11,45,14,4,32
0,4,9,13,35,9,3,24
9,5,1,0,0,0,0,8
11,7,5,6,15,7,2,0
9,5,8,8,14,6,2,14
9,6,2,2,2,2,1,9
11,2,7,10,36,11,3,32
11,2,6,8,28,11,3,32
6,10,4,4,5,3,1,10
11,4,11,12,31,9,3,21
9,8,14,16,50,13,3,26
11,5,8,10,22,8,2,19
11,3,10,7,13,5,2,14
11,3,8,8,14,6,2,14
0,3,5,7,21,9,3,28
0,3,8,11,42,13,4,8
11,5,9,8,14,5,2,14
2,6,7,9,33,11,3,25
7,3,3,5,15,7,2,27
3,6,7,6,8,4,1,13
3,6,9,9,18,7,2,16
9,2,6,7,16,7,2,4
1,2,13,15,39,10,3,23
5,10,13,12,46,12,3,26
11,0,9,14,50,14,4,29
4,2,14,15,41,10,3,25
6,3,3,6,15,7,2,28
11,4,11,12,23,7,2,18
0,2,9,12,41,13,4,29
4,9,9,14,44,12,3,24
9,5,6,7,19,9,3,33
6,8,0,0,0,0,0,7
5,0,11,8,13,5,2,15
5,10,12,15,44,11,3,24
10,3,7,10,38,13,4,33
6,5,12,12,28,9,3,21
5,3,12,12,30,9,3,19
2,3,4,5,12,5,2,7
3,3,4,5,14,6,2,4
5,0,7,9,32,12,4,7
3,2,11,14,40,12,3,19
0,5,2,5,12,5,2,9
0,5,10,12,21,8,2,16
6,8,8,11,37,11,3,32
4,5,2,3,6,4,2,4
5,4,4,5,6,3,1,11
10,4,8,11,30,9,3,23
11,3,11,9,18,7,2,15
1,3,11,10,24,8,2,15
11,2,8,11,41,13,4,0
0,2,7,10,38,12,3,30
1,1,9,9,17,5,2,6
10,4,15,14,37,9,3,24
11,1,3,4,9,4,1,11
8,7,4,5,9,4,1,10
9,6,10,11,21,8,2,15
7,0,3,5,12,5,2,7
1,3,2,3,6,4,1,33
7,9,10,14,39,11,3,24
3,6,11,10,26,9,3,20
3,6,14,11,24,8,2,24
1,2,11,13,35,10,3,23
0,0,10,10,20,7,2,18
6,2,8,11,28,9,3,20
0,0,6,8,23,9,3,1
9,9,7,11,40,13,4,29
1,0,7,9,20,8,2,15
0,4,6,6,11,4,1,12
0,4,13,12,27,9,3,15
8,2,5,5,8,4,1,10
4,9,10,16,43,12,3,25
4,9,11,12,36,10,3,25
9,5,13,14,34,10,3,22
0,3,13,10,21,7,2,16
11,4,13,12,29,9,3,17
2,1,6,7,19,8,3,6
0,6,8,17,50,14,3,28
8,5,7,9,33,11,3,24
10,1,9,15,49,16,4,29
9,4,2,2,1,1,0,9
9,6,8,9,16,6,2,15
8,3,11,11,36,12,3,33
0,2,10,10,37,13,4,0
8,5,12,13,36,10,3,21
7,6,5,5,10,4,1,8
3,2,14,14,38,10,3,18
2,3,6,5,11,4,1,10
6,3,11,12,28,9,3,19
0,0,10,9,18,7,2,14
1,0,7,8,19,8,2,13
5,2,11,14,32,9,3,21
6,3,2,2,2,2,1,8
4,6,9,13,50,15,4,27
3,6,11,14,38,10,3,24
3,6,12,15,39,10,3,22
11,5,12,10,19,7,2,16
0,3,11,13,36,9,3,24
1,3,10,9,16,6,2,16
1,3,4,4,4,2,1,9
9,5,3,3,2,2,1,10
9,6,12,8,15,6,2,14
1,1,2,2,3,2,1,6
0,0,7,10,45,14,4,32
8,5,8,10,40,13,4,33
2,2,11,11,27,9,3,18
11,5,9,11,31,10,3,18
10,5,13,12,23,7,2,21
1,2,8,13,42,13,4,7
10,4,10,11,25,8,2,20
0,3,11,13,36,10,3,20
1,3,9,11,22,8,2,18
2,6,7,9,36,12,4,33
2,6,4,7,19,8,3,27
2,8,5,5,11,5,2,5
3,2,10,9,17,7,2,14
11,1,2,3,3,2,1,8
11,0,13,15,41,11,3,28
11,0,12,13,42,11,3,28
4,9,3,2,2,2,1,8
4,5,10,14,49,14,4,26
4,5,8,12,44,13,4,29
11,4,10,10,41,14,4,33
11,5,4,4,5,3,1,3
11,4,7,8,22,9,3,2
11,7,11,12,42,11,3,26
6,7,11,11,25,8,3,24
4,2,6,8,21,8,2,15
10,2,6,6,11,4,1,12
1,4,11,11,35,9,3,12
11,4,15,14,42,11,3,23
9,4,7,8,21,8,3,0
6,10,2,3,4,3,1,11
3,9,8,8,16,6,2,14
1,3,6,9,32,11,3,32
10,3,5,6,15,7,2,0
5,7,12,9,17,6,2,17
5,7,9,15,43,11,3,25
3,3,3,4,7,4,1,5
4,4,13,14,48,14,4,29
4,5,4,7,20,8,3,31
0,3,7,9,34,12,3,33
0,4,6,8,27,11,3,32
0,4,6,9,30,12,3,29
10,4,9,15,43,11,3,25
10,4,12,12,27,9,3,17
11,4,9,9,18,7,2,15
9,5,12,13,39,9,3,24
8,8,11,13,32,9,3,22
1,0,8,11,32,11,3,22
1,0,7,8,19,7,2,13
9,5,4,4,10,5,2,7
9,5,10,14,39,11,3,23
5,0,6,8,27,11,3,26
0,0,9,10,25,8,3,16
5,10,6,9,35,12,4,30
10,4,13,10,23,9,3,14
11,4,9,13,33,10,3,17
10,5,8,11,24,8,3,16
10,5,8,13,30,9,3,22
11,5,4,3,3,2,1,10
11,3,14,8,15,6,2,14
3,6,13,15,48,14,4,16
5,6,5,4,5,3,1,6
5,7,8,10,20,7,2,16
6,7,12,16,48,13,3,28
5,2,10,16,49,12,3,25
11,5,8,11,26,9,3,21
9,5,12,12,29,8,3,23
0,0,13,11,23,8,2,17
1,7,3,4,7,4,1,7
9,4,7,6,9,3,1,6
9,9,12,11,28,9,3,20
6,10,2,2,2,2,1,11
4,9,3,4,8,4,2,8
5,5,10,13,49,15,4,28
9,6,8,10,20,7,2,18
9,6,12,12,34,9,3,14
0,4,9,13,34,9,3,23
1,4,10,10,36,12,4,29
1,6,6,7,16,7,2,7
9,5,13,12,42,13,4,16
10,5,8,11,42,13,4,30
0,2,6,9,33,12,4,32
9,3,3,4,9,5,2,7
2,8,9,12,27,9,3,17
4,6,13,15,46,11,3,27
1,3,7,10,40,13,4,33
3,6,12,13,30,9,3,20
3,6,11,15,50,14,5,27
3,6,11,9,16,6,2,15
3,6,8,9,16,6,2,15
11,6,14,9,23,9,3,0
2,6,5,5,10,4,1,12
10,5,11,14,43,11,3,19
2,6,5,8,19,7,2,1
0,4,9,13,29,8,3,22
11,5,12,12,31,9,3,22
9,6,6,6,9,4,1,12
0,7,14,13,37,10,3,22
1,7,4,5,12,5,2,1
4,10,8,10,32,10,3,23
2,1,8,14,43,13,3,16
11,5,8,13,39,11,3,25
10,4,8,12,34,10,3,21
8,7,3,3,6,4,1,7
0,2,9,12,48,15,4,32
0,2,1,2,3,3,1,0
3,2,10,12,30,10,3,16
6,0,8,10,37,13,4,7
0,3,14,15,45,11,3,25
1,3,11,15,43,11,3,25
2,8,10,10,21,7,2,16
6,8,6,9,31,11,3,30
6,8,9,11,45,15,4,33
4,4,10,13,47,14,4,30
3,3,11,15,32,9,3,25
1,0,7,9,16,6,2,15
0,0,10,12,31,9,3,18
6,7,9,11,23,8,2,20
3,8,7,10,37,13,4,33
2,5,10,9,31,11,3,3
3,2,11,12,34,11,4,18
3,2,9,13,45,13,4,22
1,7,1,1,1,1,1,2
5,5,4,5,10,4,1,10
0,4,11,13,41,11,3,6
4,9,10,11,23,8,3,16
0,0,10,12,40,13,4,26
7,4,7,7,12,4,1,5
7,8,10,11,29,9,3,24
5,7,12,15,45,12,3,23
5,7,7,10,27,8,2,22
11,5,10,12,30,9,3,17
2,5,15,18,50,12,3,28
7,2,4,3,3,2,1,9
3,8,3,4,10,5,2,10
0,4,8,14,39,10,3,26
0,4,10,14,33,9,3,19
5,9,15,13,32,8,3,26
1,0,7,12,43,13,4,28
10,4,12,10,37,12,4,0
4,2,11,13,37,11,3,21
4,9,10,14,40,8,2,4
4,9,10,12,44,15,4,1
10,4,11,9,17,6,2,15
10,4,8,10,18,7,2,15
4,2,2,3,3,2,1,10
9,6,5,5,7,3,1,13
4,5,7,9,34,12,4,1
3,8,10,14,44,11,3,27
11,5,13,14,38,10,3,21
6,0,8,10,32,11,3,7
11,3,8,12,37,10,3,23
1,3,11,11,27,9,3,20
3,3,5,4,6,3,1,10
3,3,7,9,16,6,2,15
2,8,8,11,41,13,4,29
2,6,7,11,44,13,4,32
6,10,12,12,36,10,3,21
10,5,2,2,3,3,1,3
11,0,13,11,34,9,3,4
5,10,3,3,3,2,1,11
1,4,12,13,46,13,4,22
8,9,1,2,2,2,1,1
9,6,8,12,29,8,2,22
10,4,6,6,8,4,1,13
4,9,15,12,27,8,2,23
4,9,8,11,41,14,4,30
7,10,8,12,44,14,5,10
4,6,10,14,50,14,4,28
5,10,14,12,33,9,3,18
4,9,7,13,45,12,3,27
6,3,14,12,26,9,3,16
7,4,2,4,11,5,2,11
0,2,6,11,39,13,4,29
8,3,6,8,24,10,3,7
11,5,12,10,20,7,2,15
5,3,12,11,20,7,2,17
9,3,12,11,32,11,3,2
1,3,10,13,32,9,3,20
8,10,10,11,23,8,2,18
11,5,5,5,7,3,1,12
9,6,4,4,8,4,1,10
9,6,4,4,6,3,1,9
9,5,4,3,1,1,0,10
5,0,10,10,39,13,4,7
0,2,11,15,41,10,3,4
0,2,10,13,46,14,4,32
5,10,4,5,9,4,1,9
4,9,8,9,16,6,2,15
3,9,10,16,42,11,3,20
2,3,10,15,37,10,3,21
11,5,5,6,16,7,3,0
