alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
0,5,18,36,43,3,3,0
8,1,14,19,18,2,2,2
2,4,17,24,34,3,3,3
3,5,16,38,46,3,3,5
0,3,19,26,25,3,3,3
0,3,20,20,20,2,2,2
10,3,14,13,12,2,2,2
11,3,21,29,22,2,2,2
8,5,10,4,4,1,1,0
9,4,16,23,20,2,2,2
9,4,16,32,34,3,3,3
0,1,12,17,30,3,3,8
5,8,13,23,42,4,4,11
11,3,16,39,49,4,3,0
11,3,21,32,29,3,3,3
2,1,12,11,11,1,1,1
10,1,11,9,12,2,2,0
9,4,8,4,6,1,1,0
0,1,18,37,49,4,3,0
0,3,16,26,41,4,4,0
6,5,16,27,24,2,2,3
2,6,13,24,42,4,4,9
3,7,17,28,32,3,3,0
1,1,21,35,47,4,4,4
0,0,16,33,36,3,3,3
4,4,10,6,7,1,1,0
11,3,10,8,12,2,2,0
11,3,12,20,38,3,3,11
11,1,15,34,34,3,3,3
11,1,22,30,30,3,3,3
8,5,12,9,7,1,1,1
11,1,13,25,42,4,4,13
6,7,18,36,34,3,3,2
11,3,13,21,33,3,3,12
10,3,11,15,30,3,3,13
4,1,18,32,32,3,3,3
5,8,14,35,41,4,4,2
8,3,19,34,32,3,3,3
9,3,18,35,35,3,3,3
9,3,11,13,22,3,3,15
5,8,16,20,20,2,2,2
11,3,17,31,36,3,3,4
0,3,10,7,6,1,1,1
6,2,21,33,36,3,3,4
6,2,14,21,27,3,3,3
3,1,13,18,20,2,2,3
3,1,20,23,22,3,2,2
10,4,13,14,21,3,3,0
6,7,18,36,42,3,3,4
3,5,13,20,20,2,2,11
0,2,14,22,43,4,4,13
4,7,21,26,24,3,2,3
10,3,18,30,46,3,3,5
8,5,17,29,26,3,3,2
9,4,12,9,11,1,1,0
9,5,7,2,8,1,2,0
9,5,20,38,46,3,3,4
9,4,18,30,32,3,3,2
6,7,9,5,6,1,1,1
11,1,18,33,50,4,4,6
10,1,18,39,50,4,4,6
9,4,13,12,13,2,2,1
9,3,22,31,34,3,3,3
9,4,20,38,42,3,3,4
11,1,13,19,33,3,3,12
1,1,10,12,19,3,3,8
2,1,12,11,13,2,2,0
11,2,12,15,26,3,3,0
10,3,12,11,12,2,1,1
5,8,11,16,29,3,3,9
11,1,18,31,48,4,4,8
4,1,15,25,41,4,4,0
11,3,13,25,33,3,3,3
8,5,8,2,3,1,1,0
6,2,8,3,7,1,2,0
3,2,15,37,37,3,3,4
3,2,16,22,19,2,2,3
9,1,11,12,17,2,2,0
9,7,20,38,46,3,3,0
6,5,16,25,28,3,3,3
2,6,11,12,19,3,3,0
11,3,15,37,47,4,3,4
5,3,19,38,48,3,2,0
11,1,21,34,38,3,3,3
1,5,10,9,14,2,2,0
9,3,7,2,7,2,2,0
8,3,6,1,2,1,1,0
5,8,17,35,44,3,3,4
10,4,22,26,25,3,2,2
3,1,21,33,35,3,3,8
3,1,19,32,27,3,3,2
11,4,11,15,23,3,3,10
11,3,15,29,44,4,4,7
6,4,15,28,32,3,3,3
9,3,10,11,17,2,3,0
1,1,17,37,38,3,3,3
4,5,15,35,49,4,4,5
4,5,17,37,38,3,3,4
11,5,15,21,50,3,3,0
11,2,11,7,6,1,1,0
1,2,11,5,4,1,1,1
10,1,21,40,48,3,3,4
10,3,16,27,45,4,4,0
11,1,19,32,50,4,5,8
9,4,20,29,35,3,3,1
5,1,18,30,28,3,3,2
9,4,13,9,8,1,1,1
11,3,13,23,23,2,2,3
2,1,19,30,36,3,3,3
6,5,19,38,45,3,3,4
6,1,14,21,35,3,3,0
1,2,16,24,22,2,2,2
8,7,15,40,49,4,3,5
10,1,19,37,45,3,3,2
9,4,20,37,37,3,3,3
8,5,9,5,7,1,1,0
7,8,15,25,32,3,3,3
6,2,11,6,5,1,1,1
6,2,10,8,11,2,2,1
11,3,18,19,20,2,2,0
11,4,11,10,14,2,2,0
11,1,14,26,39,3,3,5
11,1,15,22,21,2,2,2
9,3,15,25,43,4,4,10
8,6,16,39,39,3,3,4
1,1,21,40,47,3,3,5
1,1,8,4,7,1,1,0
11,1,13,29,44,4,4,11
0,3,21,37,39,3,3,3
0,3,16,34,35,3,3,3
7,7,11,14,23,3,3,15
6,8,10,6,8,1,1,0
4,8,15,15,14,2,2,2
3,7,20,31,28,3,3,3
9,2,7,2,6,1,2,0
1,6,19,17,18,2,2,0
0,0,13,20,24,3,3,3
8,1,16,30,47,4,4,17
4,4,16,24,25,3,3,4
6,2,22,27,28,3,3,3
11,3,10,13,22,3,3,13
0,1,9,6,10,2,2,0
0,1,10,9,12,2,2,1
0,3,16,19,17,2,2,2
3,5,5,0,0,0,0,0
3,4,15,36,31,3,3,3
3,5,15,40,50,4,3,0
5,4,18,24,37,4,4,0
11,3,21,38,38,3,3,3
7,6,7,2,2,1,1,0
1,4,7,1,3,1,1,0
10,3,14,33,32,3,3,3
11,2,13,14,16,2,2,1
0,2,15,23,21,2,2,2
5,9,13,13,13,2,2,1
2,1,7,5,12,2,2,4
11,1,16,35,48,4,4,5
9,4,16,16,16,2,2,1
11,3,18,32,31,3,3,3
10,3,14,40,44,3,3,4
8,3,12,8,8,1,1,0
0,3,27,40,50,4,2,1
5,2,21,34,35,3,3,3
3,1,18,25,25,3,3,3
3,1,17,22,23,2,2,0
10,1,12,13,16,2,2,1
8,5,16,34,43,3,3,4
9,4,9,5,4,1,1,1
10,1,20,38,48,3,3,0
0,2,10,10,17,2,2,15
11,3,16,19,19,2,2,0
11,1,14,25,44,4,4,5
5,2,13,23,42,4,4,6
10,3,21,29,36,3,3,0
1,2,17,25,21,2,2,2
1,2,19,39,44,3,3,4
6,5,18,40,44,3,3,4
4,8,16,39,44,3,3,4
3,3,11,7,7,1,1,0
6,6,14,24,42,4,4,5
5,2,8,3,3,1,1,1
5,5,20,36,37,3,3,3
5,3,11,14,24,3,3,9
3,2,15,13,13,2,1,0
11,1,17,37,38,3,3,3
7,1,22,28,27,3,3,3
0,3,20,17,17,2,2,2
5,4,11,9,9,1,1,0
1,3,14,20,30,3,3,3
11,3,20,26,26,3,3,3
0,3,19,40,40,3,3,4
0,3,14,20,20,2,2,3
4,5,20,38,50,4,3,5
4,5,15,36,50,4,4,4
0,1,14,28,44,4,4,13
1,2,11,17,31,3,3,13
7,1,21,35,34,3,3,3
9,4,7,1,1,0,0,0
11,5,18,18,24,3,3,0
0,2,15,14,13,2,2,2
1,1,9,5,8,1,1,0
9,4,7,1,1,1,1,0
8,5,22,25,24,3,3,2
5,1,9,9,17,3,3,0
0,1,8,5,11,2,2,0
2,1,7,0,0,0,0,0
1,1,10,9,12,2,2,0
0,0,10,5,4,1,1,1
4,7,14,26,39,4,4,3
2,6,21,40,49,4,3,5
11,3,15,28,29,3,3,3
5,2,18,26,27,3,3,2
2,4,18,39,45,3,3,4
2,4,15,34,35,3,3,4
3,6,17,34,37,3,3,3
10,3,16,31,29,3,3,3
11,2,22,21,19,2,2,2
7,2,8,2,2,1,1,0
3,2,11,9,10,1,1,0
7,2,15,29,46,4,4,0
4,3,16,34,48,4,3,5
11,1,20,32,45,4,3,5
5,8,17,24,26,3,3,3
10,1,13,22,40,4,4,10
2,3,8,2,3,1,1,0
10,2,23,35,37,3,3,3
9,8,17,39,44,3,3,4
8,8,21,34,38,3,3,3
8,8,21,31,34,3,3,3
11,1,21,38,42,3,3,3
1,3,23,40,47,3,3,5
1,3,21,32,35,3,4,2
0,3,14,24,44,4,4,15
5,8,7,2,4,1,1,0
4,8,17,40,44,3,3,5
0,1,12,16,24,3,3,7
10,3,9,5,8,1,2,0
5,8,19,32,34,3,3,3
11,3,14,12,13,1,1,0
5,8,16,22,20,2,2,2
4,5,9,6,10,2,2,0
5,4,16,28,47,4,4,12
1,2,17,20,19,2,2,2
7,1,14,24,25,3,3,3
0,3,18,21,22,2,2,3
9,3,17,30,28,3,2,3
9,4,9,2,2,1,1,0
11,2,15,18,16,2,2,2
0,1,12,17,33,3,3,0
2,1,17,16,16,2,2,0
11,3,20,40,45,3,3,4
0,2,13,22,39,4,4,0
0,2,9,7,12,2,2,0
8,6,19,40,50,4,3,5
2,4,23,18,18,2,2,2
3,6,11,7,6,1,1,1
10,3,15,19,25,3,3,1
2,5,10,5,5,1,1,0
8,7,21,39,43,3,3,4
9,7,18,37,46,4,3,3
6,8,14,24,26,3,3,2
3,6,14,17,29,3,3,0
10,8,12,4,1,0,0,0
11,1,9,8,13,2,2,0
9,3,20,28,24,2,2,3
9,4,11,9,10,1,1,0
11,1,15,35,47,4,4,4
11,1,19,37,41,3,3,3
4,4,16,31,47,4,4,6
4,4,14,12,12,2,2,1
11,4,10,11,18,2,2,5
11,3,6,1,2,1,1,0
8,3,13,22,40,4,4,15
5,3,10,8,9,1,1,1
10,1,13,19,34,3,4,0
11,1,13,27,47,4,4,11
4,8,17,35,49,4,3,7
11,1,17,40,49,4,3,5
9,4,8,2,3,1,1,0
9,4,11,10,12,2,1,0
9,4,11,9,11,2,1,0
2,6,10,8,14,2,2,0
8,2,9,11,17,2,3,9
0,1,18,35,47,4,4,5
0,1,16,30,30,3,3,3
4,7,15,28,45,4,4,8
5,4,9,3,3,1,1,0
11,1,20,28,34,3,3,4
6,2,9,5,6,1,1,0
3,4,17,18,17,2,2,2
3,4,23,23,20,2,2,2
6,1,13,16,29,3,3,0
10,3,17,35,37,3,3,4
7,1,18,29,39,3,3,3
3,6,21,39,46,3,3,4
9,4,17,27,21,2,2,4
9,5,12,9,8,1,1,1
11,5,16,20,34,3,4,0
2,1,10,13,21,3,3,0
11,3,14,28,27,3,3,3
11,3,15,18,17,2,2,2
5,8,18,23,38,3,4,10
10,4,12,13,18,2,3,0
11,5,16,26,42,4,4,12
3,6,16,35,37,3,3,3
9,1,9,2,3,1,1,0
6,5,19,34,32,3,3,3
6,6,13,24,42,4,4,9
10,3,13,13,18,2,2,0
5,4,11,12,21,3,3,0
0,1,18,39,47,3,3,4
3,1,10,7,10,1,2,0
9,4,15,19,18,2,2,2
9,4,10,5,5,1,1,0
10,7,10,7,13,2,2,0
11,1,17,34,36,3,3,3
11,1,15,18,23,3,3,1
5,8,16,37,41,3,3,3
5,4,15,14,14,2,2,1
6,4,9,4,6,1,1,0
11,2,10,3,3,1,1,0
11,2,13,11,11,1,1,1
11,2,19,14,14,2,2,2
0,2,14,12,11,1,1,1
0,2,15,20,19,2,2,2
1,2,13,18,17,2,2,2
0,1,12,19,35,3,4,11
10,3,18,21,21,2,2,1
9,3,15,21,19,2,2,2
5,1,12,14,23,3,3,0
9,4,14,16,15,2,2,2
8,4,12,14,24,3,3,0
3,7,11,11,11,1,1,1
3,7,18,30,26,3,3,2
11,3,21,40,43,3,3,4
4,4,13,17,32,3,4,0
11,3,9,7,12,2,2,0
9,4,9,3,3,1,1,0
0,2,17,17,16,2,2,2
0,2,14,12,12,2,2,1
4,1,20,24,24,2,2,3
11,3,13,19,17,2,2,2
11,1,15,37,49,4,4,5
5,1,20,36,39,3,3,3
3,5,18,35,49,4,4,7
3,4,21,23,22,2,2,3
4,5,17,36,50,4,4,5
11,5,13,14,21,3,3,0
5,5,15,32,33,3,3,3
5,5,17,37,45,3,3,3
3,6,13,17,29,3,3,16
4,3,21,33,45,4,3,5
10,3,11,8,7,1,1,0
9,3,19,33,33,3,3,3
7,2,17,26,29,3,3,3
5,5,17,19,19,2,2,2
2,4,15,30,32,3,3,3
2,5,19,40,48,3,3,4
4,4,16,30,42,3,3,5
6,4,15,34,34,3,3,3
1,4,8,5,9,2,2,0
9,9,18,17,24,3,3,0
6,7,10,7,8,1,1,1
6,7,16,35,40,3,3,3
8,2,17,40,50,3,2,0
11,1,13,28,40,4,4,7
4,7,20,19,19,2,2,3
5,9,20,19,18,2,2,2
5,9,15,17,17,2,2,1
5,9,10,7,9,1,1,1
0,1,20,32,35,3,3,3
3,3,22,38,41,3,3,3
9,4,17,15,16,2,2,1
9,4,13,13,12,2,2,1
5,3,9,12,18,3,3,8
1,1,23,40,42,3,3,5
1,1,13,11,14,2,2,0
0,1,16,30,47,4,4,5
3,7,18,39,42,3,3,4
2,2,10,7,12,2,2,0
2,6,16,20,30,3,3,0
7,3,18,30,34,3,3,3
1,2,9,3,3,1,1,0
0,1,19,17,28,3,3,1
5,1,17,37,37,3,3,4
10,2,18,29,30,3,3,3
4,5,19,35,48,4,4,6
9,4,12,10,10,1,1,1
8,5,12,11,11,2,2,1
9,4,21,40,32,3,3,3
9,4,10,4,3,1,1,0
9,4,14,15,14,2,2,1
11,3,11,10,12,2,2,0
10,3,18,27,28,3,3,1
4,2,15,25,30,3,3,3
0,2,13,19,38,4,4,0
6,1,14,21,34,3,3,0
10,2,17,33,32,3,3,3
3,6,10,7,8,1,1,0
1,1,18,33,29,3,3,3
0,0,15,31,29,3,3,3
7,8,17,23,27,3,3,0
2,6,19,23,36,3,4,0
3,6,21,39,46,3,3,0
2,6,11,8,9,1,1,0
4,3,22,35,47,4,4,4
11,1,9,5,5,1,1,1
9,4,17,28,34,3,3,3
2,8,13,21,40,4,4,11
0,3,22,31,33,3,3,3
0,3,22,35,31,3,3,3
6,2,10,6,6,1,1,0
6,2,11,6,6,1,1,0
5,5,14,22,26,3,3,3
5,5,22,31,31,3,3,3
6,5,18,38,45,3,3,9
11,1,16,18,18,2,2,2
9,3,5,0,1,1,1,0
9,4,22,27,25,2,2,3
11,3,21,36,42,3,3,3
11,4,12,14,24,3,3,15
1,1,17,25,31,3,3,0
11,3,12,6,4,1,1,0
1,3,17,31,47,4,4,3
8,7,8,4,9,2,2,0
11,3,13,15,14,2,2,2
5,8,17,15,15,2,2,2
4,8,16,22,21,2,2,2
3,7,16,17,19,2,2,0
0,1,19,37,44,3,3,0
0,1,14,27,44,4,4,11
8,1,9,6,10,2,2,0
8,1,12,9,11,2,2,0
4,1,15,27,43,4,4,5
3,4,15,23,24,2,2,3
3,4,14,14,14,2,2,1
11,3,10,7,5,1,1,1
11,5,14,12,17,2,2,0
11,3,20,34,42,3,3,5
1,6,11,10,14,2,2,0
3,1,22,29,29,3,3,2
11,1,13,21,40,3,4,11
2,6,9,2,1,1,1,0
11,3,22,34,26,2,2,4
5,1,6,2,3,1,1,0
10,2,17,25,21,2,2,2
0,2,20,40,43,3,3,4
7,1,8,3,6,1,2,0
10,1,20,39,49,3,3,0
7,7,21,39,46,4,3,5
10,3,13,11,11,1,1,1
7,6,20,36,39,3,3,4
0,5,12,17,32,3,4,14
0,5,14,25,44,4,4,17
10,3,16,28,27,3,3,2
4,3,21,36,37,3,3,3
11,3,21,25,25,3,3,3
11,3,13,11,11,2,1,1
2,8,21,38,47,3,3,0
11,1,18,30,28,3,2,3
0,3,18,24,21,2,2,2
9,3,12,16,28,3,3,0
5,8,10,3,3,1,1,0
8,4,9,6,8,1,1,0
6,2,17,24,40,4,4,0
4,4,11,8,9,1,1,0
4,4,15,26,27,3,3,3
6,4,14,14,14,2,2,2
1,1,15,33,46,4,4,6
11,1,16,30,32,3,3,3
1,1,17,40,50,5,5,1
11,3,19,39,45,3,3,4
0,0,16,32,34,3,3,3
5,8,16,17,16,2,2,3
6,2,10,3,3,1,1,0
5,5,10,8,10,1,1,0
5,5,16,31,36,3,3,0
9,2,16,18,23,3,3,0
11,2,20,15,15,2,2,2
11,3,12,6,6,1,1,0
1,2,22,22,20,2,2,2
9,8,20,40,46,3,3,4
3,5,18,37,49,4,4,5
11,2,17,26,24,3,2,3
0,2,21,34,36,3,3,3
0,2,20,28,27,3,3,3
10,3,23,29,27,3,3,3
10,3,9,3,3,1,1,0
9,3,10,2,1,1,0,1
3,1,19,36,35,3,3,4
0,1,9,12,18,3,3,7
11,2,11,14,25,3,3,4
5,8,11,16,28,3,3,6
4,7,15,18,34,3,3,0
11,1,14,30,43,4,4,3
8,5,16,31,28,3,3,3
8,5,7,0,0,0,0,0
10,3,10,4,3,1,1,0
2,4,17,31,35,3,3,2
0,2,15,27,43,4,4,0
1,2,20,36,45,3,3,0
10,4,10,11,16,2,2,0
2,4,8,2,2,1,1,0
10,1,10,10,17,2,2,16
2,5,13,22,36,3,4,0
4,3,16,28,40,3,3,6
0,3,18,33,36,3,3,3
10,1,14,37,40,3,3,4
0,3,16,24,21,2,2,3
6,4,15,20,20,2,2,2
11,3,7,1,2,1,1,0
9,4,13,9,19,2,2,0
11,1,11,13,22,3,3,4
8,3,9,11,17,2,3,8
3,7,19,38,40,3,3,3
7,8,8,4,6,1,1,0
0,1,14,28,47,4,4,11
9,4,9,5,9,1,2,0
11,5,17,40,50,4,3,5
11,1,15,33,47,4,4,5
2,6,12,13,19,3,3,0
7,2,19,32,31,3,3,3
9,2,7,5,11,2,2,12
5,1,17,21,22,2,2,0
6,8,22,40,49,3,3,5
1,2,9,6,12,2,2,0
7,4,9,5,8,1,2,0
7,7,14,27,45,4,4,5
4,7,19,37,41,3,3,4
10,1,17,14,20,2,3,0
2,4,6,1,1,1,1,0
3,4,14,11,11,1,1,1
5,4,11,12,18,2,3,0
11,5,21,40,48,3,3,4
10,3,13,8,7,1,1,1
9,4,9,4,4,1,1,0
9,3,11,6,5,1,1,1
9,4,10,4,4,1,1,0
11,2,8,2,2,1,1,0
0,2,17,35,35,3,3,3
10,2,16,38,41,3,3,3
0,1,14,22,39,3,3,4
4,9,17,24,35,3,3,2
6,8,9,7,12,2,2,0
4,7,15,31,46,4,4,9
9,4,20,23,20,2,2,3
9,4,8,3,6,1,1,0
0,3,14,20,35,3,3,16
11,3,21,36,42,3,3,3
0,2,17,26,27,3,3,3
0,1,11,12,17,2,2,0
3,2,16,22,21,2,2,2
3,5,9,7,10,1,2,0
11,3,18,24,23,2,2,2
5,1,6,0,0,0,0,0
5,1,15,27,46,4,5,7
5,3,15,24,42,4,4,0
2,7,15,30,48,4,4,12
5,2,10,5,6,1,1,0
6,2,7,2,5,1,1,0
5,4,16,32,49,4,4,5
11,1,15,23,21,2,2,2
11,1,15,14,14,2,2,1
0,2,16,28,45,4,4,9
8,1,15,21,22,2,2,3
0,3,13,12,12,2,1,1
7,8,11,9,8,1,1,1
0,3,12,17,15,2,2,2
0,3,15,29,29,3,3,3
11,3,13,23,39,4,4,7
10,3,15,28,35,3,3,5
0,0,13,26,44,4,4,13
4,8,16,28,24,3,2,3
2,6,18,34,32,3,3,3
9,4,7,0,0,0,0,0
2,3,9,8,10,2,2,0
1,1,10,5,7,1,1,0
0,3,15,24,45,4,4,14
0,3,15,35,35,3,3,4
9,4,5,0,0,0,0,0
11,5,10,10,15,2,2,0
9,4,14,14,14,2,2,1
9,4,7,2,2,1,1,0
11,1,13,20,36,3,3,12
11,1,12,16,28,3,3,13
6,9,10,5,5,1,1,0
11,3,18,31,31,3,3,3
9,6,21,39,50,4,3,5
11,3,15,22,22,2,2,3
11,2,17,13,13,2,2,1
11,2,15,14,14,2,2,1
0,2,11,13,21,3,3,5
0,2,14,25,42,4,4,0
11,3,15,14,14,2,2,1
2,4,13,18,33,3,3,4
7,2,8,9,15,2,2,5
3,4,13,9,8,1,1,1
3,4,15,18,18,2,2,2
9,1,12,12,16,2,2,0
1,1,20,38,39,3,3,3
5,8,20,30,46,4,3,4
11,1,16,37,50,4,4,6
4,1,22,39,41,3,3,4
6,2,9,10,15,2,2,6
11,3,18,30,23,2,2,3
0,1,16,28,41,4,4,6
4,7,16,35,44,3,3,4
9,3,12,13,19,3,3,17
6,6,3,0,0,0,0,0
5,1,18,15,13,2,2,2
5,8,19,38,44,3,3,4
10,2,14,21,38,4,4,15
6,3,18,29,28,3,3,3
5,2,18,31,30,3,3,3
2,2,9,7,12,2,2,0
3,2,10,9,14,2,2,0
5,1,13,17,32,3,4,0
3,1,18,37,40,3,3,3
0,4,8,6,12,2,2,0
0,4,16,28,21,2,2,2
6,6,14,25,37,3,3,14
4,3,7,3,6,1,2,0
5,3,10,6,6,1,1,0
10,3,14,25,30,3,3,3
11,2,17,19,18,2,2,2
1,2,18,23,24,3,2,2
11,1,14,23,41,4,4,0
0,1,13,21,38,4,3,9
1,1,15,16,17,2,2,0
10,3,22,37,37,3,3,4
11,1,9,5,9,1,1,0
8,5,10,7,9,1,1,0
9,4,16,25,21,2,2,2
7,1,9,7,12,2,2,0
1,2,7,3,6,1,1,16
7,7,16,37,39,3,3,4
3,5,18,23,26,3,3,3
3,5,21,26,24,3,2,4
1,1,18,32,35,3,3,3
0,0,16,22,20,2,2,3
6,1,14,24,28,3,3,3
0,0,12,15,23,3,3,0
9,7,14,24,40,4,4,7
1,1,13,16,20,2,2,2
0,3,12,10,11,2,1,1
0,3,20,28,27,3,3,2
8,1,11,8,8,1,1,0
4,7,16,39,43,3,3,4
4,7,17,29,36,3,3,4
9,3,20,35,34,3,3,3
0,2,21,22,21,2,2,2
11,3,20,27,29,3,3,2
2,1,12,12,19,2,3,0
0,5,14,40,50,4,3,5
8,3,13,18,33,3,3,4
10,1,15,38,49,4,4,7
9,3,8,1,1,0,0,0
9,4,14,17,16,2,2,2
8,2,18,24,36,3,3,16
0,1,16,21,37,4,4,0
8,4,19,34,36,3,3,3
7,4,11,8,10,1,1,0
3,1,22,37,38,3,3,3
2,2,12,9,11,1,1,0
6,2,18,28,28,3,3,3
0,1,17,18,18,2,2,1
1,1,13,14,19,2,2,1
5,1,17,36,32,3,3,3
6,2,7,1,2,1,1,0
4,5,16,35,50,4,4,5
3,4,18,37,38,3,3,4
3,5,18,38,39,3,3,3
11,3,19,22,19,2,2,2
0,2,18,32,36,3,3,4
1,2,17,17,16,2,2,2
1,2,10,4,4,1,1,0
9,4,9,2,2,1,1,0
9,4,19,15,15,2,2,1
1,1,8,2,3,1,1,0
0,0,14,23,45,4,4,13
8,3,14,22,40,4,4,15
2,1,17,25,27,3,3,3
11,3,16,25,31,3,3,3
10,3,21,28,23,2,2,3
1,1,15,34,42,4,4,0
10,3,17,25,25,2,2,3
0,2,18,32,36,3,3,3
1,2,15,26,22,2,2,3
2,4,13,17,36,3,4,14
2,5,10,12,19,3,3,5
2,6,10,7,11,2,2,0
3,1,16,16,17,2,2,1
11,1,8,2,3,1,1,0
11,1,21,39,41,3,3,5
11,1,19,32,42,3,3,5
4,7,8,2,2,1,1,0
4,4,17,36,49,4,4,4
4,4,14,28,44,4,4,6
11,3,17,22,41,4,4,15
11,3,10,4,5,1,1,0
11,3,13,15,22,3,3,0
11,5,17,31,42,3,3,4
6,5,18,24,25,3,3,4
4,1,12,15,21,3,2,2
10,1,12,10,11,1,1,1
1,3,17,27,35,3,3,1
11,3,23,35,42,3,3,3
9,3,13,14,21,3,3,0
6,8,8,3,4,1,1,0
3,7,15,16,16,2,2,1
1,2,13,19,32,3,3,12
10,2,10,10,15,2,2,0
5,5,19,18,17,2,2,2
5,5,15,38,43,3,3,4
3,2,8,4,7,1,1,0
4,3,20,37,48,4,4,6
4,3,10,12,20,3,3,11
0,2,13,17,34,3,3,16
0,3,12,16,27,3,3,12
0,3,12,18,30,3,3,6
10,3,16,38,43,3,3,4
10,3,18,29,27,3,3,2
11,3,16,19,18,2,2,2
9,4,19,34,39,3,3,4
8,6,17,33,32,3,3,3
1,1,14,23,32,3,3,3
1,1,13,14,19,2,2,1
9,4,9,6,10,2,2,0
9,3,16,37,39,3,3,3
5,1,12,15,27,3,3,4
0,0,15,23,25,3,3,2
5,8,12,19,35,3,4,9
10,3,20,22,23,3,3,1
11,3,15,32,33,3,3,2
10,3,14,23,24,3,3,2
10,3,15,33,30,3,3,3
11,3,9,3,3,1,1,0
11,2,22,15,15,2,2,1
3,4,20,38,48,4,4,2
5,4,11,5,5,1,1,0
5,5,14,22,20,2,2,2
6,5,19,39,48,4,3,6
5,2,17,39,49,3,3,4
11,3,14,25,26,3,3,3
9,4,19,30,29,3,3,3
0,0,20,25,23,2,2,2
1,5,9,4,7,1,1,0
9,3,14,10,9,1,1,0
9,7,19,24,28,3,3,3
6,8,8,2,2,1,1,0
4,7,8,5,8,1,2,0
5,4,16,33,49,4,4,5
9,4,14,23,20,2,2,3
9,4,18,28,34,3,3,1
0,3,16,34,34,3,3,3
1,3,16,20,36,4,4,7
1,4,12,11,16,2,2,0
9,3,20,30,42,4,4,2
10,4,14,24,42,4,4,9
0,1,12,18,33,3,4,14
9,2,8,5,9,2,2,0
2,6,16,29,27,3,3,2
4,4,21,38,46,3,3,5
1,2,13,22,40,4,4,16
3,5,19,33,30,3,3,3
3,4,18,38,50,4,5,5
3,4,18,16,16,2,2,2
3,5,15,16,16,2,2,2
11,5,22,18,23,3,3,0
2,5,11,9,10,1,1,1
10,3,17,37,43,3,3,3
2,4,11,14,19,2,2,0
0,3,15,34,29,3,3,3
11,3,19,27,31,3,3,3
9,4,12,9,9,1,1,1
0,5,21,35,37,3,3,3
1,5,10,8,12,2,2,0
4,9,15,23,32,3,3,4
2,1,15,36,43,4,3,2
11,3,15,33,39,3,3,4
10,3,14,29,34,3,3,3
8,5,8,3,6,1,1,0
0,1,15,29,48,4,4,12
0,1,7,2,3,1,1,0
3,1,17,31,30,3,3,2
6,1,14,22,37,4,4,0
0,2,22,38,45,3,3,4
1,2,18,38,43,3,3,4
2,6,17,23,21,2,2,2
6,6,12,18,31,3,3,9
6,6,16,26,45,4,4,15
4,3,17,33,47,4,4,8
3,2,17,38,32,3,3,4
1,0,13,17,16,2,2,2
0,0,17,32,31,3,3,3
6,5,15,23,23,2,2,3
3,6,14,22,37,4,4,15
2,4,16,19,31,3,3,0
3,1,18,29,34,3,4,3
3,1,16,33,45,4,4,3
1,5,6,0,1,0,1,0
5,4,10,7,10,1,1,0
0,3,18,34,41,3,3,0
4,7,16,24,23,3,3,2
0,1,17,29,40,4,4,4
7,3,13,12,12,1,1,0
7,6,17,27,29,3,3,4
5,5,19,39,45,3,3,3
5,5,14,22,27,3,2,3
11,3,17,31,30,3,3,2
2,4,22,40,50,3,3,5
7,1,9,3,3,1,1,0
3,6,9,6,10,2,2,0
0,3,15,37,39,3,3,4
0,3,17,36,33,3,3,3
5,7,23,33,32,3,3,4
1,1,14,30,43,4,4,6
10,3,19,23,37,3,4,0
4,1,17,35,37,3,3,3
4,7,17,35,40,2,2,0
4,7,17,28,44,4,4,0
10,3,17,18,17,2,2,2
10,3,14,19,18,2,2,2
4,2,8,2,3,1,1,0
9,5,11,9,7,1,1,1
4,4,13,19,34,3,4,0
3,7,16,36,44,3,3,5
11,4,20,36,38,3,3,3
6,1,14,20,32,3,3,0
11,2,14,30,37,3,3,3
1,2,17,26,27,3,3,3
3,2,11,6,6,1,1,0
3,2,13,16,16,2,2,2
2,6,14,26,41,4,4,7
2,4,13,24,44,4,4,12
6,8,19,31,36,3,3,3
10,4,8,2,3,1,1,0
11,1,21,27,34,3,3,0
5,8,9,3,3,1,1,0
1,3,19,35,46,4,4,3
8,7,6,1,2,1,1,0
9,4,15,30,29,3,2,3
10,3,12,10,8,1,1,1
4,7,22,29,27,3,2,3
4,7,14,26,41,4,4,8
7,8,15,28,44,4,5,0
4,5,16,37,50,4,4,6
5,8,22,31,33,3,3,3
4,7,14,33,45,3,3,5
6,2,21,29,26,3,3,2
7,3,8,5,11,2,2,0
0,1,13,25,39,4,4,6
8,2,12,16,24,3,3,0
11,3,18,22,20,2,2,2
5,2,19,26,20,2,2,2
9,2,19,24,32,3,3,0
1,2,16,33,32,3,3,3
8,9,17,25,23,2,2,3
11,4,11,8,7,1,1,1
9,4,10,6,8,1,1,0
9,4,9,5,6,1,1,0
9,4,9,2,1,1,0,0
5,1,16,23,39,4,4,0
0,1,18,38,41,3,3,0
0,1,17,33,46,4,4,13
5,8,10,7,9,1,1,0
4,7,15,16,16,2,2,2
3,7,16,40,42,3,3,3
2,2,17,38,37,3,3,3
11,3,11,11,16,2,3,0
11,3,8,5,10,2,2,0
6,2,21,33,33,3,3,0
