alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
0,2,21,18,7,55,2,4
5,5,8,5,2,14,0,1
7,1,29,23,7,51,2,4
3,0,28,15,6,47,2,4
0,6,39,22,7,36,2,0
4,2,24,12,4,25,1,2
2,6,35,15,6,36,2,3
2,7,34,23,7,44,2,4
0,4,42,16,4,29,2,3
0,4,43,12,4,25,1,2
7,4,23,8,3,18,1,2
7,4,46,18,4,25,1,2
5,7,8,3,2,11,0,1
5,6,31,14,4,25,1,2
5,6,32,20,6,33,2,3
0,2,14,10,6,40,2,5
4,9,18,14,6,47,2,5
7,4,34,24,7,47,2,0
7,4,45,20,6,33,2,3
2,2,17,7,2,14,0,2
7,1,12,6,3,18,1,1
5,6,3,3,2,11,0,1
0,2,41,23,7,44,2,0
0,4,32,16,6,47,2,0
4,7,33,17,4,29,1,3
2,8,18,15,7,51,2,5
3,9,35,17,6,36,2,0
0,2,45,21,7,47,2,4
0,0,33,20,6,36,2,3
3,5,10,4,2,14,0,1
7,5,10,5,3,18,1,0
7,4,17,12,6,44,2,5
7,0,28,21,6,33,2,4
7,0,47,18,6,33,2,3
5,7,15,6,2,11,0,1
7,2,21,15,6,51,2,5
4,9,39,22,6,36,2,3
7,4,18,13,6,40,2,5
5,4,13,9,6,40,2,5
3,2,40,20,6,33,2,3
3,9,23,21,6,55,2,2
5,5,43,21,6,33,2,3
5,4,40,21,6,36,2,3
5,4,12,8,4,33,2,5
3,9,33,12,4,25,1,2
7,4,36,19,6,33,2,4
0,4,11,4,2,11,0,1
4,3,45,20,6,36,2,4
4,3,23,13,6,33,2,4
3,2,18,11,4,25,1,3
3,2,44,14,4,29,1,2
5,5,18,9,4,29,2,0
4,9,38,22,6,40,2,4
3,7,18,12,4,25,1,5
0,3,23,14,7,51,2,5
3,9,46,16,4,29,1,3
7,4,40,18,7,44,2,4
5,7,37,18,4,29,2,3
5,5,15,6,2,14,0,1
5,6,1,1,2,14,1,0
5,6,44,23,7,44,2,4
5,5,40,18,6,33,2,2
4,9,6,3,2,11,0,1
7,1,40,20,8,47,2,4
7,1,40,24,7,51,2,4
5,5,21,7,3,18,1,1
5,5,47,19,6,36,2,3
5,6,45,23,6,40,2,4
7,2,18,12,6,40,2,5
1,1,8,7,4,29,2,4
1,1,17,7,3,22,1,0
7,3,15,9,4,40,2,0
7,4,15,7,3,14,0,1
4,9,14,10,6,40,2,5
7,1,39,19,7,55,2,5
3,0,26,15,6,47,2,0
7,5,18,15,6,33,2,3
5,6,3,1,1,7,0,0
4,3,2,2,2,14,1,0
3,3,28,23,6,33,2,4
3,3,31,14,4,22,1,3
5,2,13,7,3,25,1,0
5,9,44,23,7,44,2,0
4,7,32,15,6,33,2,3
2,8,14,7,4,29,2,0
7,5,30,23,7,44,2,4
3,5,43,23,7,29,1,0
7,0,45,21,6,36,2,4
0,7,9,6,3,22,1,0
5,4,2,1,2,18,1,0
5,5,0,1,1,7,0,0
3,9,35,21,7,44,2,4
7,5,47,16,4,29,1,3
2,2,47,20,6,36,2,4
2,2,41,20,4,33,2,3
7,5,14,9,4,33,2,5
7,4,27,18,7,51,2,4
4,6,28,17,6,33,2,4
5,4,10,7,3,25,2,0
0,2,37,23,6,36,2,3
3,6,26,21,7,51,2,4
3,7,35,23,6,36,2,4
7,7,28,13,9,40,2,0
7,3,14,4,2,11,0,1
0,3,11,3,2,7,0,1
7,2,46,24,7,44,2,4
5,4,30,17,7,51,2,1
7,1,42,20,8,55,2,4
5,5,44,18,6,36,2,1
3,0,40,18,6,33,2,2
5,6,21,6,2,14,0,1
7,4,20,14,4,25,1,3
2,2,43,18,6,33,2,3
4,7,41,23,7,36,2,4
4,0,23,13,6,44,2,0
0,3,31,15,4,25,1,3
4,9,30,24,7,47,2,4
7,1,42,23,7,44,2,2
5,5,44,23,6,36,2,3
5,6,6,3,2,14,0,1
4,9,29,15,6,36,2,3
4,3,12,4,2,11,0,1
4,3,8,5,2,18,1,1
7,4,39,12,4,22,1,0
7,6,13,6,3,22,1,0
7,0,25,16,6,36,2,4
7,0,29,14,4,25,1,2
5,5,30,15,7,51,2,5
4,8,32,24,6,33,2,4
0,0,46,24,7,44,2,4
0,0,3,3,2,14,0,1
7,2,20,18,7,51,2,5
0,4,45,23,6,36,2,3
0,4,34,21,6,33,2,3
4,9,13,9,4,36,2,5
4,9,8,4,2,14,0,0
3,9,27,9,3,18,1,2
3,9,45,19,6,33,2,3
5,3,2,1,2,14,1,0
1,8,42,10,4,18,1,0
0,0,19,12,4,29,2,3
5,1,31,18,7,51,2,5
3,5,32,15,4,29,2,4
4,3,48,17,6,33,2,3
7,5,10,8,4,36,2,5
0,0,7,4,2,18,1,1
0,0,8,6,3,18,1,1
0,4,30,12,3,22,1,2
2,6,0,0,1,3,0,0
2,6,25,22,6,33,2,3
3,7,26,24,8,51,2,0
3,6,39,15,6,47,2,0
7,5,46,23,6,36,2,4
4,8,2,1,1,7,0,1
0,5,1,1,1,7,0,0
7,4,25,20,6,33,2,3
7,3,19,9,3,22,1,1
0,3,27,14,4,25,1,2
3,9,20,8,3,18,1,2
1,1,2,3,3,22,1,4
7,1,33,21,7,44,2,4
5,6,34,10,3,22,1,2
7,4,40,20,6,33,2,3
7,4,24,24,7,40,2,4
4,5,15,5,2,14,0,0
0,5,48,24,8,51,1,2
3,2,46,21,6,33,2,4
2,2,38,15,4,29,2,3
2,2,37,14,4,25,1,0
7,1,17,8,3,22,1,1
5,6,31,21,7,40,2,4
5,5,5,3,2,11,0,1
7,2,43,23,7,40,2,0
0,3,8,6,3,25,1,5
7,4,31,12,4,25,1,0
7,2,21,15,7,51,2,4
3,3,20,14,6,55,2,4
7,4,47,18,6,36,2,0
0,3,35,15,4,29,1,2
0,3,41,24,7,40,2,4
4,7,38,24,7,40,2,4
3,9,34,24,7,40,2,4
2,4,14,4,2,14,0,0
4,8,22,15,6,51,2,4
3,3,4,2,1,7,0,1
3,7,44,22,6,36,2,3
3,5,12,9,4,36,2,5
2,3,25,8,3,18,0,0
7,0,36,23,6,36,2,3
4,2,48,17,6,29,2,3
0,4,44,10,3,22,1,2
3,5,13,6,2,14,0,1
0,4,22,12,6,36,2,4
7,4,43,16,4,29,2,3
0,4,42,24,6,36,2,4
0,4,21,12,4,25,1,3
3,6,44,23,7,55,2,4
3,6,28,22,8,51,2,4
0,2,23,17,7,51,2,5
0,3,13,10,6,40,2,5
4,2,46,21,6,36,2,3
5,5,2,1,1,3,0,0
7,6,39,11,4,36,2,0
0,3,26,9,3,18,1,2
0,0,6,3,2,14,0,1
5,6,2,1,1,3,0,1
5,6,47,15,4,29,2,3
3,0,5,6,3,29,2,0
0,2,4,3,2,18,1,0
1,1,2,0,1,0,0,0
1,1,11,6,3,18,1,0
0,0,9,3,2,11,0,1
3,9,22,16,6,47,2,3
2,8,46,24,7,47,2,4
7,4,27,17,6,33,2,3
3,3,39,16,6,33,2,3
2,6,38,24,7,44,2,4
2,5,30,21,6,33,2,4
2,8,35,21,6,36,2,4
5,4,30,19,6,33,2,3
7,3,47,13,4,25,1,2
4,3,4,1,1,7,0,0
3,3,13,6,2,14,0,1
4,2,29,18,7,55,2,0
3,4,33,21,7,47,2,4
7,0,44,20,7,47,2,4
4,9,35,15,4,33,2,3
7,2,19,14,6,47,2,5
1,5,3,1,2,7,0,0
7,3,48,21,6,36,2,4
5,9,36,24,7,40,2,4
5,9,46,21,6,36,2,3
5,9,46,19,6,36,2,3
7,2,45,23,7,40,2,3
0,4,48,24,7,44,2,4
0,4,46,20,6,40,2,2
0,5,24,15,7,51,2,5
4,9,2,1,2,11,0,1
3,9,38,24,7,40,2,4
0,2,15,10,4,36,2,4
6,5,6,3,2,14,1,0
3,9,42,20,6,33,2,3
7,4,24,7,3,14,0,0
3,9,30,14,4,25,1,2
3,7,6,4,2,18,1,0
3,5,33,17,7,55,2,5
0,3,35,12,4,25,1,2
4,2,23,15,4,29,2,3
0,4,39,13,4,25,1,3
5,5,37,18,6,29,1,3
5,6,6,1,1,7,0,1
7,3,27,11,3,22,1,2
0,2,15,10,6,40,2,0
1,1,35,10,3,22,1,0
7,5,45,24,7,44,2,4
0,3,19,14,6,47,2,0
0,3,5,4,3,18,1,0
4,8,42,24,7,47,2,4
2,6,48,11,4,22,1,3
3,8,12,4,2,11,0,1
7,5,29,12,4,33,2,2
2,7,10,3,2,11,0,1
4,9,45,24,7,40,2,4
5,9,40,23,7,47,2,3
4,9,21,15,4,33,2,2
2,8,22,10,6,40,2,0
6,9,16,3,1,3,0,0
7,1,7,5,3,22,1,1
5,5,44,17,4,29,1,3
5,6,14,6,2,14,0,1
7,0,30,21,7,47,2,4
7,0,43,23,6,40,2,4
3,5,33,19,7,51,2,4
3,5,23,7,3,18,1,2
7,5,8,7,4,29,1,4
7,4,1,1,1,7,0,0
5,5,20,14,6,47,2,5
3,4,10,5,2,14,0,1
7,2,20,12,6,44,2,0
7,2,18,17,7,51,2,5
3,9,38,21,7,47,2,4
7,2,34,24,7,44,2,4
5,6,4,1,2,7,0,1
5,5,13,6,3,18,0,1
5,6,13,6,2,14,0,1
2,8,8,5,3,25,1,0
5,3,5,7,3,25,2,5
0,0,40,21,7,47,2,4
0,0,32,18,6,33,2,3
3,9,26,17,7,51,2,5
3,6,5,2,2,7,0,0
7,1,45,17,6,36,2,4
4,3,6,3,2,11,0,1
2,6,36,11,4,22,1,2
2,6,48,14,4,25,1,3
4,0,18,10,6,40,2,0
7,4,36,21,6,36,2,4
4,2,39,18,6,36,2,3
3,8,45,24,7,44,2,4
5,5,34,17,4,25,1,4
5,6,15,6,2,14,0,1
7,7,32,12,6,44,2,0
1,1,11,8,4,33,2,0
7,4,21,17,6,33,2,3
7,5,30,11,3,22,1,2
3,9,39,14,6,44,2,5
5,5,16,8,4,25,2,0
7,6,34,16,6,47,2,5
2,7,33,21,6,36,2,3
5,2,5,1,2,11,0,0
4,7,42,21,6,33,2,3
4,8,20,15,6,47,2,5
6,5,17,8,4,25,1,0
3,5,14,7,4,33,2,0
0,0,39,24,7,44,2,4
3,2,8,4,2,14,1,1
5,6,26,12,4,25,1,2
5,6,8,3,2,11,0,1
7,9,10,4,3,22,1,0
7,0,35,21,6,36,2,3
7,0,28,11,4,29,2,1
3,9,32,23,6,40,2,4
3,5,26,9,3,18,1,1
4,5,6,3,2,11,0,0
7,3,8,2,2,7,0,1
7,3,21,7,3,14,0,1
7,3,41,9,3,18,1,2
0,3,23,7,3,14,0,2
0,3,29,12,4,25,1,2
0,3,19,11,3,22,1,2
0,2,16,12,6,40,2,5
5,4,39,13,4,25,1,2
5,5,27,13,4,25,1,2
3,0,16,9,4,36,2,0
5,6,21,10,3,22,1,2
5,5,16,9,4,36,2,0
2,9,13,7,2,14,0,2
2,9,40,18,4,29,2,2
7,4,45,24,7,40,2,4
3,5,19,10,6,36,2,1
7,5,5,4,3,22,1,0
5,5,7,2,2,7,0,1
0,3,35,10,3,22,1,2
0,3,22,7,3,18,1,2
3,2,43,15,4,29,1,3
7,4,20,12,3,22,1,2
7,1,30,23,7,51,2,4
3,2,44,22,6,36,2,3
2,6,39,21,7,55,2,4
2,6,47,14,4,25,1,3
3,6,37,22,7,58,2,4
7,6,20,9,4,29,2,0
3,6,29,20,6,33,2,3
3,6,36,23,7,44,2,3
2,8,19,10,6,40,2,5
3,4,46,20,7,47,2,4
5,4,14,5,2,14,0,1
5,4,42,20,6,33,2,3
4,3,35,16,6,33,2,3
3,7,37,12,4,25,1,2
2,6,30,18,6,33,2,3
2,7,43,24,7,40,2,4
3,5,33,18,6,44,2,4
4,5,27,21,6,33,2,4
0,6,4,3,2,18,1,0
5,9,40,10,4,36,2,0
4,9,9,4,2,14,0,1
4,9,34,21,6,36,2,3
5,3,37,24,8,36,1,0
7,2,18,17,6,47,2,4
3,9,43,12,4,25,1,3
3,9,43,12,4,22,1,3
3,9,27,10,4,22,1,2
3,9,8,4,2,14,0,1
0,2,45,20,6,36,2,3
3,4,47,23,6,40,2,3
5,5,37,9,3,22,1,2
5,6,18,8,3,18,1,2
3,5,7,7,4,29,2,5
0,0,48,24,6,40,2,4
0,0,20,7,3,22,1,0
0,0,30,18,7,51,2,4
2,8,40,24,6,40,2,4
2,3,8,4,3,18,1,0
2,8,30,12,6,36,2,0
4,4,40,18,6,36,2,3
0,3,5,2,2,7,0,1
0,1,42,10,6,36,2,1
3,2,36,23,6,33,2,4
7,3,39,18,6,33,2,3
3,6,42,21,7,51,2,4
5,6,17,6,2,14,0,1
5,7,16,7,3,18,1,1
5,6,45,24,6,33,2,3
5,6,8,3,2,7,0,1
5,6,24,9,3,22,1,2
7,5,13,6,3,14,1,1
7,4,40,17,6,36,2,2
3,2,28,15,6,33,2,3
0,3,18,12,6,47,2,1
4,0,23,13,6,44,2,0
7,3,36,20,6,36,2,3
2,8,10,4,2,14,0,1
0,2,40,20,6,33,2,3
0,0,28,19,6,33,2,3
4,9,37,14,6,33,2,0
2,8,42,14,6,44,2,0
2,8,46,24,7,44,2,0
2,8,13,5,2,14,0,0
3,4,47,21,7,47,2,4
7,1,6,3,2,11,0,1
5,6,36,17,6,36,2,3
2,9,18,13,6,47,2,5
0,4,47,19,6,33,2,3
0,4,48,21,6,33,2,3
4,3,10,4,2,11,0,1
4,3,11,4,2,11,0,1
3,7,25,14,4,33,2,3
4,7,48,19,6,33,2,3
4,7,40,23,7,44,2,5
7,0,31,11,4,25,1,2
5,4,0,0,1,3,0,0
5,5,47,17,4,25,1,3
7,4,46,22,6,36,2,4
7,5,15,9,4,36,2,5
0,2,37,15,6,36,2,0
7,4,15,4,2,7,0,0
0,5,37,19,7,51,2,3
4,9,3,3,2,18,1,0
7,4,21,9,3,18,1,2
3,9,35,9,3,22,1,2
3,9,31,14,4,25,1,2
3,9,33,10,4,22,1,0
0,2,42,23,7,36,2,0
0,2,23,17,7,51,2,5
4,0,5,4,2,18,1,0
5,0,17,6,3,18,1,0
3,0,25,17,7,51,2,4
2,6,29,14,4,29,1,3
2,6,21,9,3,18,1,2
7,5,10,4,2,11,0,1
7,7,24,7,3,25,1,0
7,5,44,21,7,40,2,4
1,7,11,6,3,22,1,0
2,2,47,18,6,33,2,3
7,2,20,13,6,44,2,5
2,8,4,1,1,3,0,1
7,4,47,21,4,29,1,4
3,0,1,1,2,11,0,0
7,3,36,15,4,29,1,2
0,3,44,24,7,40,2,4
4,0,3,2,2,14,1,0
7,2,44,24,7,44,2,0
4,9,46,24,7,44,2,4
5,4,19,7,3,14,0,1
4,8,43,22,6,40,2,4
0,6,16,10,6,44,2,5
0,6,22,15,7,51,2,5
7,5,30,17,6,33,2,3
3,4,45,22,6,36,2,3
7,4,47,15,4,29,2,3
7,5,19,7,3,14,0,1
2,9,46,23,7,44,2,0
7,0,39,18,6,29,1,3
0,4,40,15,4,25,1,2
5,4,17,10,6,40,2,0
3,9,8,2,2,7,0,0
4,5,6,4,2,14,0,1
4,3,36,15,6,47,2,0
3,5,12,5,2,14,0,1
3,5,28,16,6,33,2,4
4,5,23,9,3,22,1,2
0,2,28,20,7,51,2,4
7,2,33,18,6,36,2,4
0,1,38,24,8,58,2,2
7,4,43,24,7,44,2,4
0,0,32,20,6,36,2,3
3,9,30,10,3,22,1,3
4,3,8,2,2,7,0,1
3,7,8,5,2,14,0,1
3,7,34,19,6,36,2,0
5,3,33,11,4,33,2,0
7,3,44,9,3,22,1,2
7,4,14,4,2,11,0,0
0,3,47,14,4,25,1,2
5,9,44,24,7,44,2,4
2,6,39,23,7,51,2,4
7,3,35,16,4,29,1,3
0,3,45,21,6,36,2,3
0,3,45,17,6,33,2,3
7,4,48,18,6,33,2,3
5,4,7,2,1,7,0,0
5,5,8,1,1,3,0,1
3,2,42,22,6,33,2,4
0,2,7,7,4,29,2,4
7,3,14,9,4,36,2,4
3,9,13,10,6,40,2,4
3,9,26,11,6,40,2,0
7,1,24,18,7,58,2,3
5,7,33,19,6,33,2,3
5,7,2,0,1,0,0,0
5,4,8,3,2,7,0,1
2,6,36,19,6,36,2,2
0,3,27,17,7,55,2,0
0,3,44,22,7,40,2,0
6,5,10,7,3,25,1,0
1,6,4,1,1,7,0,0
7,0,9,6,3,25,1,5
2,7,20,14,6,44,2,0
3,4,31,17,6,40,2,4
0,4,39,20,6,36,2,4
7,2,22,23,6,36,2,4
0,4,32,15,4,25,1,3
4,5,26,12,4,25,1,3
7,4,1,1,1,7,0,0
5,5,20,6,4,22,1,0
7,2,11,8,4,33,2,4
5,5,6,7,4,29,2,5
2,9,41,23,6,40,2,3
4,9,4,3,2,14,0,1
0,2,25,17,7,51,2,5
5,6,5,3,2,14,1,1
7,7,37,24,8,51,2,4
7,2,30,20,7,51,2,4
2,8,15,8,4,29,2,0
4,3,42,20,6,33,2,3
5,3,1,3,3,18,1,5
3,0,35,13,4,29,1,0
4,9,47,24,7,44,2,4
0,2,5,4,3,18,1,0
4,5,6,3,2,14,1,0
4,9,22,17,7,47,2,4
3,9,41,23,6,36,2,4
7,2,36,9,4,25,2,0
1,6,1,1,1,3,0,0
2,6,23,7,3,14,0,1
3,6,13,7,4,29,2,0
7,7,45,24,7,44,2,4
7,4,18,5,2,11,0,1
5,5,5,3,2,11,0,1
5,5,11,4,2,11,0,1
5,6,9,3,2,11,0,1
7,3,4,1,1,7,0,1
0,3,34,21,6,36,2,3
7,3,33,23,6,36,2,3
0,2,21,14,6,44,2,4
3,9,35,15,6,33,2,3
4,9,6,4,3,22,1,0
3,9,27,19,7,51,2,5
5,5,45,14,4,25,1,3
5,6,3,2,2,14,0,1
0,4,23,12,6,44,2,5
7,4,46,22,6,40,2,4
0,3,36,16,4,29,2,3
0,2,14,7,4,25,1,0
3,3,30,14,4,25,1,2
2,7,7,4,2,14,1,1
7,5,40,15,4,29,1,2
4,2,0,0,0,0,0,0
3,0,27,17,7,51,2,4
3,5,27,15,6,51,2,0
2,9,28,18,7,51,2,5
3,3,11,3,2,11,0,1
4,3,2,1,2,11,0,0
3,5,32,20,7,47,2,4
7,0,28,14,4,25,1,3
7,0,27,9,3,22,1,2
0,3,33,17,7,55,2,5
4,2,28,13,4,29,1,3
0,4,20,7,3,18,0,2
4,9,14,6,2,14,0,1
0,5,17,10,3,22,1,2
0,4,28,18,6,29,2,3
7,5,19,14,6,47,2,4
7,4,27,17,6,36,2,4
0,0,19,16,7,51,2,5
3,9,32,17,4,29,1,3
2,8,39,21,6,33,2,3
5,6,1,0,1,0,0,0
2,4,6,5,2,18,1,1
0,0,10,3,2,11,0,1
0,4,29,15,7,51,2,5
0,4,27,21,6,33,2,4
5,5,0,0,0,0,0,0
7,7,11,6,3,25,1,0
5,5,25,9,3,22,1,2
5,6,2,1,1,7,0,1
7,2,18,12,6,40,2,5
7,2,14,10,6,40,2,5
4,9,10,3,2,11,0,1
7,4,39,19,6,33,2,3
5,8,47,24,7,47,2,4
7,5,26,14,4,29,1,3
7,3,35,8,3,18,1,2
7,3,27,9,3,22,1,2
0,3,12,8,4,33,2,4
0,3,25,15,6,47,2,0
7,5,28,9,3,18,1,2
2,6,19,11,6,40,2,4
4,3,4,6,3,25,1,4
2,6,18,6,2,14,0,1
2,6,28,11,4,25,1,2
5,2,15,7,3,25,1,0
0,2,45,23,6,36,2,4
3,9,43,18,7,44,2,4
7,0,32,23,8,51,2,4
3,2,47,24,6,36,2,4
4,3,5,6,3,25,1,4
7,4,39,18,4,25,1,3
0,2,31,17,6,47,2,4
3,9,30,21,7,44,2,4
5,5,15,8,4,33,2,5
4,8,0,0,0,0,0,0
3,0,39,9,3,18,1,2
3,9,43,23,7,40,2,4
7,3,22,13,6,47,2,5
4,5,40,18,6,33,2,3
3,3,40,19,6,33,2,3
2,3,7,4,3,18,1,0
2,3,8,6,3,22,1,0
3,0,18,10,6,44,2,0
3,2,39,23,6,44,2,3
0,5,3,4,3,18,1,1
0,5,33,17,4,29,1,2
4,8,25,15,6,40,2,5
3,5,2,2,2,14,1,0
3,4,9,4,2,11,0,1
7,4,22,15,6,33,2,3
7,3,38,12,4,25,1,2
0,3,38,14,4,29,1,2
7,2,23,14,6,47,2,0
0,2,21,13,6,44,2,5
1,1,27,10,3,18,1,0
5,4,48,23,6,33,2,4
7,1,5,3,2,14,0,1
5,7,9,4,2,14,0,1
5,6,33,15,4,29,1,2
4,0,6,4,3,18,1,0
0,3,2,2,2,14,0,5
4,9,34,23,6,40,2,4
2,6,40,14,4,33,2,3
3,6,47,16,4,29,1,4
0,2,40,20,6,36,2,4
0,0,34,14,4,25,1,3
4,2,24,15,6,33,2,3
0,0,17,9,4,33,2,0
5,9,21,15,6,47,2,4
0,0,20,10,4,29,1,2
0,4,14,6,3,14,0,1
0,4,45,17,6,33,2,2
4,2,13,5,2,14,0,1
3,9,33,24,7,44,2,4
3,9,38,18,6,36,2,4
5,5,44,21,6,36,2,3
0,3,45,14,4,25,1,2
7,4,44,17,6,33,2,3
1,1,15,7,4,29,2,0
0,6,25,24,8,51,2,4
5,5,18,11,6,40,2,4
7,1,29,23,7,58,2,4
5,4,2,1,1,3,0,1
5,6,25,10,3,22,1,2
5,3,38,15,6,44,2,5
0,2,32,13,6,47,2,0
4,5,42,21,6,36,2,3
4,6,11,5,2,14,0,0
2,2,47,23,6,36,2,3
2,3,15,6,3,14,0,1
4,3,39,17,6,33,2,3
0,0,34,11,4,25,1,2
0,0,19,9,4,29,1,1
3,2,36,22,6,33,2,3
4,3,1,1,1,7,0,0
3,6,31,21,7,55,2,4
2,6,40,23,6,36,2,4
3,6,40,23,6,36,2,3
7,5,43,14,4,25,1,2
0,3,38,20,6,33,2,4
0,3,35,10,3,22,1,2
0,3,9,3,2,7,0,1
5,5,5,1,1,7,0,1
5,6,42,9,3,22,1,2
1,1,3,1,1,7,0,0
0,0,22,14,7,51,2,5
4,5,22,14,6,47,2,5
2,2,36,15,4,33,2,3
7,5,31,15,6,36,2,3
7,5,45,17,4,25,1,3
0,2,27,21,6,47,2,0
7,4,35,15,4,29,1,3
0,3,38,20,6,36,2,3
0,3,29,16,4,29,1,3
2,6,18,10,6,44,2,5
2,6,10,7,4,29,2,4
2,8,10,4,2,18,1,0
3,2,33,10,4,25,1,2
7,1,2,1,2,7,0,0
7,0,45,24,6,40,2,4
7,0,42,20,6,40,2,4
3,9,4,1,1,7,0,0
3,5,35,22,7,51,2,4
3,5,24,17,7,47,2,4
7,4,36,14,6,51,2,5
7,5,7,3,2,11,0,0
7,4,18,9,4,33,2,0
7,7,37,19,6,40,2,4
4,7,38,15,4,29,2,4
3,2,15,9,4,29,1,2
7,2,14,6,2,14,0,1
0,4,37,17,6,33,2,1
7,4,48,21,6,40,2,4
5,4,19,9,4,29,2,0
4,9,3,2,2,11,0,1
3,9,26,10,3,22,1,2
0,3,17,12,6,40,2,5
7,3,10,6,3,25,1,0
3,7,41,11,4,22,1,3
4,7,27,23,7,40,2,4
2,3,4,3,2,14,0,0
3,4,44,23,7,51,2,4
3,5,9,7,4,29,2,5
0,3,19,10,6,44,2,5
0,4,15,10,6,40,2,5
0,4,16,11,6,44,2,4
7,4,30,23,7,40,2,4
7,4,40,18,6,33,2,3
7,4,31,12,4,25,1,2
5,5,42,21,6,33,2,4
5,8,37,20,6,33,2,3
0,0,25,14,6,40,2,3
0,0,17,9,4,25,1,1
5,5,6,4,2,18,1,0
5,5,34,23,6,40,2,4
3,0,15,9,6,40,2,4
0,0,29,14,4,29,2,2
3,9,16,12,6,44,2,5
7,4,45,14,4,33,2,2
7,4,28,20,6,36,2,3
7,5,24,14,4,29,2,2
7,5,27,20,6,33,2,3
7,5,7,2,2,7,0,1
7,3,47,9,3,22,1,2
2,6,44,23,7,51,2,2
3,6,13,3,2,11,0,0
3,7,23,14,4,25,1,2
4,7,41,24,7,47,2,4
3,2,36,24,7,44,2,4
7,5,25,15,4,33,2,3
5,5,41,18,6,29,2,3
0,0,45,15,4,29,1,3
0,7,5,3,2,14,0,0
5,4,22,6,2,11,0,0
5,9,42,15,6,33,2,3
4,9,3,1,1,7,0,1
3,9,4,3,2,14,1,0
3,5,34,20,7,55,2,4
5,6,23,14,4,25,1,3
5,6,40,17,6,33,2,2
0,4,30,21,6,33,2,4
0,4,34,12,6,44,2,4
0,6,17,7,3,25,1,0
5,5,44,18,6,47,2,2
7,5,23,15,6,47,2,5
0,2,16,11,6,44,2,5
5,3,4,3,2,18,1,0
2,8,31,18,6,33,2,3
3,6,45,23,7,40,2,4
0,3,20,14,6,47,2,5
2,6,42,20,6,33,2,3
2,6,40,23,8,51,2,4
2,6,38,10,3,22,1,2
3,6,26,10,3,22,1,2
7,6,47,11,4,33,2,0
2,6,11,6,2,14,0,1
7,5,37,23,7,40,2,3
2,6,12,9,4,25,1,0
0,4,30,21,6,29,2,3
7,5,43,17,6,33,2,3
5,6,15,6,2,14,0,1
0,7,46,21,6,36,2,3
0,7,8,5,3,18,1,0
3,9,26,14,6,36,2,4
1,1,26,22,7,47,2,2
7,5,26,20,6,40,2,4
7,4,24,18,6,36,2,3
5,7,3,2,2,14,0,0
0,2,28,18,7,55,2,5
0,2,1,1,2,11,0,0
3,2,36,19,6,36,2,2
4,0,25,14,6,47,2,0
0,3,48,23,7,40,2,4
0,3,38,23,7,40,2,4
2,8,35,14,4,25,1,2
4,8,14,11,6,40,2,5
4,8,31,16,7,55,2,5
3,4,36,20,7,51,2,5
3,3,37,23,6,33,2,4
0,0,20,10,3,22,1,2
0,0,36,20,6,33,2,3
4,7,29,14,4,29,1,3
2,8,21,14,6,47,2,5
2,5,33,12,6,40,2,0
3,2,38,18,6,40,2,3
3,2,30,20,7,47,2,3
0,7,1,0,1,3,0,0
3,5,9,4,2,14,0,1
0,4,38,21,6,40,2,0
3,9,34,15,4,29,2,2
0,0,36,18,6,47,2,4
4,4,20,7,3,14,0,0
4,8,35,17,6,33,2,4
3,7,41,24,7,44,2,4
3,7,22,14,6,29,1,3
7,5,35,19,6,33,2,3
2,5,48,24,7,44,2,4
4,2,7,2,2,7,0,1
3,8,5,4,2,18,1,1
0,4,26,23,6,36,2,4
0,4,35,22,6,33,2,3
3,9,48,20,6,29,2,4
0,0,22,18,7,47,2,4
5,4,41,14,6,44,2,0
3,2,37,21,6,40,2,3
3,9,36,21,6,29,1,0
3,9,35,17,7,55,2,0
7,4,38,11,3,22,1,2
7,4,25,12,4,25,1,2
3,2,3,1,2,7,0,1
5,6,14,6,2,11,0,1
3,5,20,12,6,44,2,0
3,8,34,22,7,40,2,4
7,5,45,22,6,36,2,3
4,0,24,12,6,40,2,0
7,3,25,18,6,36,2,4
0,3,37,16,6,33,2,3
3,3,13,4,2,11,0,1
3,3,21,10,3,22,1,2
2,8,22,16,6,47,2,4
2,6,19,15,7,47,2,5
4,9,41,19,6,36,2,3
5,5,3,1,2,11,0,0
7,0,45,17,6,33,2,0
3,9,5,2,2,7,0,1
0,4,43,21,7,47,2,3
4,9,0,1,1,7,0,0
5,6,26,18,6,29,1,3
5,4,15,6,2,14,0,1
3,9,48,18,6,29,1,4
3,9,23,16,6,51,2,5
4,9,26,17,7,51,2,1
3,6,34,23,8,51,2,4
4,9,47,19,6,33,2,3
3,9,21,20,7,44,2,4
4,3,47,18,4,33,2,2
4,4,3,3,3,18,1,1
0,2,17,15,6,47,2,4
5,3,17,10,4,36,2,0
7,5,40,14,4,25,1,2
3,3,42,16,4,25,1,2
5,3,42,15,6,40,2,0
0,3,32,20,6,33,2,3
4,9,35,15,4,29,1,3
7,5,13,5,2,11,0,1
5,6,8,4,2,14,0,1
5,6,6,3,2,11,0,1
5,5,6,1,1,3,0,1
3,0,34,14,6,47,2,0
0,2,38,23,6,36,2,0
0,2,35,20,7,51,2,5
3,9,9,4,2,14,0,0
