,alpha_kmeans,delta_kmeans,u_width,g_kmeans,r_freq,i_kmeans,z_kmeans,redshift_width
771,15,11,8,18,7,17,25,5
772,0,11,11,19,10,17,25,8
773,6,14,9,20,13,25,42,9
774,10,14,6,8,2,9,15,1
775,1,4,8,13,9,17,23,0
776,14,4,12,21,14,24,31,12
777,11,13,6,8,2,9,13,1
778,8,3,7,8,3,11,19,3
779,10,14,10,20,11,20,29,7
780,7,21,6,12,7,20,32,17
781,0,8,9,16,12,24,37,0
782,1,8,7,13,8,21,33,31
783,1,8,8,16,12,24,35,17
784,14,11,8,18,11,20,32,8
785,0,8,10,19,9,18,27,7
786,8,3,11,20,13,25,34,0
787,5,4,11,17,8,18,27,5
788,4,14,6,8,2,10,16,1
789,14,11,10,16,6,15,24,5
790,4,13,6,8,2,9,16,0
791,11,7,11,17,11,20,40,0
792,6,14,10,19,11,20,28,8
793,4,16,8,16,12,24,36,15
794,2,6,10,22,14,30,42,12
795,0,2,10,20,12,20,30,6
796,4,19,7,10,4,14,23,0
797,11,12,5,8,3,11,17,1
798,7,7,6,7,1,8,12,1
799,7,7,7,10,3,11,17,3
800,8,7,9,16,10,19,28,7
801,15,4,12,18,9,18,26,7
802,15,6,8,16,12,24,36,20
803,11,18,11,15,6,15,23,5
804,10,11,5,10,5,16,27,15
805,9,22,6,8,2,10,15,1
806,9,13,5,6,1,9,15,0
807,15,12,4,5,1,7,14,0
808,0,9,9,19,10,18,26,7
809,1,14,11,11,3,11,17,4
810,0,11,13,22,12,21,28,9
811,9,13,5,7,2,10,16,2
812,4,17,13,23,14,22,30,0
813,7,21,5,8,3,11,18,1
814,6,18,7,11,3,12,18,3
815,5,19,11,13,5,13,19,5
816,11,10,6,10,5,16,25,0
817,0,5,8,18,13,26,40,16
818,14,10,14,20,12,19,29,8
819,4,8,11,15,8,17,45,0
820,12,12,4,5,2,10,17,0
821,4,13,6,6,0,5,9,0
822,4,13,5,5,0,5,10,1
823,4,14,9,15,7,16,23,0
824,14,11,12,25,13,22,31,0
825,14,11,12,17,8,18,25,6
826,14,11,11,14,5,14,22,3
827,8,18,4,5,1,8,14,1
828,2,12,6,11,7,21,34,0
829,14,10,10,16,6,16,23,6
830,2,5,6,10,5,16,26,5
831,6,18,10,15,6,14,20,0
832,4,6,10,18,8,18,26,5
833,11,11,3,2,0,3,7,0
834,0,8,6,9,4,14,23,0
835,10,17,12,21,14,24,31,12
836,5,13,7,8,2,10,15,1
837,5,15,11,15,6,15,22,6
838,5,15,8,11,3,11,17,2
839,7,13,6,10,5,15,25,0
840,14,4,8,22,12,21,28,11
841,14,10,8,19,11,19,28,8
842,2,6,10,21,14,30,43,16
843,4,16,6,8,3,11,17,1
844,6,9,11,21,14,27,38,9
845,6,9,11,20,14,26,34,9
846,6,12,7,10,4,15,24,0
847,2,8,3,2,0,4,8,0
848,7,7,5,5,0,6,10,0
849,15,4,9,20,14,27,39,10
850,14,6,8,13,8,21,31,9
851,5,17,9,16,8,18,28,7
852,0,9,12,20,12,21,29,7
853,0,14,8,14,7,18,25,8
854,2,5,9,20,14,26,32,10
855,11,9,4,2,0,4,8,0
856,5,5,9,16,8,18,27,7
857,6,6,11,17,7,17,25,5
858,0,6,10,22,13,23,30,9
859,0,11,9,22,13,21,29,10
860,0,11,9,16,10,23,33,16
861,10,18,7,13,8,22,32,27
862,11,14,3,1,0,5,12,0
863,7,21,13,12,4,13,19,3
864,6,19,7,8,2,9,15,1
865,0,5,8,17,13,28,40,11
866,11,13,6,8,3,10,16,2
867,14,4,9,21,14,26,40,10
868,6,4,9,16,12,25,34,12
869,0,14,11,20,12,20,28,0
870,9,6,8,14,5,14,22,4
871,4,13,10,16,10,19,28,6
872,5,16,10,21,13,22,31,9
873,0,9,11,16,7,17,26,5
874,0,9,12,14,5,15,23,4
875,14,10,8,11,3,11,17,3
876,14,11,13,17,6,16,23,4
877,10,14,6,6,1,7,12,1
878,10,13,9,15,5,15,23,4
879,11,13,10,18,10,19,29,6
880,0,6,7,13,8,22,33,16
881,7,21,8,15,12,25,36,22
882,15,10,10,22,14,24,31,0
883,15,10,12,18,8,17,27,5
884,4,6,7,10,3,10,16,3
885,14,4,6,9,3,11,17,1
886,10,14,5,6,1,9,15,1
887,0,6,11,21,14,23,31,0
888,0,9,9,16,12,25,36,0
889,8,15,10,17,7,16,24,6
890,4,16,7,16,12,27,37,17
891,5,18,10,17,9,19,28,0
892,2,6,12,19,13,25,37,9
893,0,2,10,19,10,19,28,6
894,6,12,6,7,2,9,15,1
895,15,11,6,8,3,12,19,0
896,15,11,7,14,11,23,32,21
897,15,4,9,19,10,19,26,7
898,15,4,13,18,9,18,26,7
899,10,15,7,9,2,9,14,2
900,14,6,8,16,12,26,37,26
901,7,19,11,20,10,19,27,5
902,15,10,8,15,9,22,33,23
903,11,10,7,13,9,21,30,24
904,6,6,11,18,9,18,28,6
905,6,22,8,19,12,28,34,4
906,10,11,12,19,9,18,26,6
907,11,9,11,19,10,19,27,6
908,11,9,6,11,6,18,28,28
909,7,20,10,14,5,15,23,5
910,14,10,10,18,10,18,26,7
911,0,11,6,8,1,8,13,1
912,8,7,12,19,10,19,27,7
913,8,7,8,15,8,17,26,7
914,5,5,8,14,6,15,22,7
915,5,6,12,16,6,16,25,4
916,12,12,8,12,6,17,26,0
917,8,20,10,20,12,21,30,8
918,5,14,7,15,5,15,22,22
919,1,8,8,15,12,26,34,26
920,5,18,12,17,7,16,24,6
921,14,10,11,18,13,23,31,9
922,10,15,10,17,7,17,26,5
923,11,13,7,9,3,10,16,1
924,10,14,4,5,2,10,17,0
925,11,14,12,22,13,22,31,8
926,11,12,11,18,9,19,29,5
927,8,18,5,7,1,8,14,1
928,14,4,11,19,14,25,38,11
929,14,4,11,23,14,27,36,11
930,11,12,8,11,3,11,17,2
931,11,11,13,18,10,19,28,6
932,11,13,12,22,12,21,30,7
933,14,6,8,14,9,21,33,23
934,2,5,6,11,5,17,27,15
935,2,5,7,10,4,13,20,0
936,14,8,7,13,7,21,32,0
937,14,10,7,10,3,11,16,2
938,7,21,7,13,8,20,33,18
939,14,4,11,18,14,28,39,15
940,6,4,9,16,12,24,35,0
941,15,11,7,16,9,19,28,7
942,10,14,5,5,0,6,10,1
943,8,7,4,6,2,10,18,0
944,5,8,9,20,10,19,26,7
945,5,8,9,15,5,14,20,6
946,11,6,7,11,5,15,25,0
947,11,18,12,21,13,22,30,0
948,8,15,10,16,8,18,27,5
949,4,16,7,11,5,17,27,0
950,14,11,9,20,13,23,32,9
951,7,11,11,22,14,17,20,0
952,15,4,12,19,11,19,28,7
953,2,15,6,9,4,14,22,0
954,11,9,4,5,2,11,19,0
955,10,11,3,3,0,6,12,0
956,7,21,10,19,13,22,30,8
957,13,12,13,16,7,17,24,5
958,5,5,13,19,10,20,30,15
959,5,5,11,18,7,17,26,5
960,15,12,7,12,6,18,29,19
961,15,10,9,17,13,26,38,15
962,8,13,9,17,9,19,26,7
963,11,9,6,10,5,16,26,0
964,2,6,10,21,11,20,29,6
965,6,14,9,20,14,27,39,9
966,5,15,10,21,11,20,27,8
967,15,15,9,15,14,22,33,0
968,15,8,7,8,1,8,12,1
969,1,8,6,7,1,6,10,2
970,13,5,13,26,14,23,30,7
971,11,10,9,17,13,27,41,1
972,14,4,11,18,14,29,47,15
973,11,13,12,17,10,20,32,2
974,7,3,11,18,8,19,29,4
975,10,14,8,9,2,9,14,2
976,14,11,8,16,6,15,22,5
977,4,6,11,18,10,18,27,7
978,8,15,11,21,13,20,28,9
979,8,3,8,15,10,22,32,0
980,1,8,9,16,6,16,23,5
981,9,18,9,23,14,24,30,10
982,14,4,11,21,13,22,32,5
983,11,12,12,21,10,19,28,6
984,10,14,5,7,2,9,15,1
985,9,22,9,16,9,19,28,7
986,8,7,6,7,1,7,12,2
987,8,7,6,8,3,11,17,2
988,15,10,11,14,5,14,21,0
989,14,13,6,10,4,14,23,0
990,15,4,9,16,11,20,32,9
991,15,4,9,15,6,16,23,4
992,10,11,9,16,12,25,41,20
993,9,17,9,23,11,19,27,8
994,1,4,13,26,14,22,30,10
995,1,4,5,6,2,9,16,1
996,15,6,8,17,12,25,36,21
997,0,11,12,20,11,20,27,7
998,0,11,10,19,10,19,28,6
999,9,19,7,12,7,19,31,29
1000,7,21,6,7,2,9,15,0
1001,6,21,9,12,4,12,18,4
1002,5,20,12,18,8,18,26,5
1003,11,7,4,4,1,10,18,0
1004,2,16,11,14,5,12,22,0
1005,0,2,8,14,7,17,25,6
1006,10,5,9,18,14,27,38,32
1007,6,12,9,16,7,16,25,7
1008,8,9,13,17,8,18,26,6
1009,14,11,6,11,6,19,28,25
1010,0,4,6,7,3,11,18,1
1011,0,4,6,9,3,11,18,2
1012,0,9,9,14,5,13,20,4
1013,5,14,3,2,0,3,7,0
1014,5,13,9,20,9,18,27,6
1015,5,14,9,27,14,26,31,0
1016,7,13,11,16,11,24,36,0
1017,14,11,13,21,11,19,27,7
1018,9,17,4,4,0,5,9,1
1019,2,12,4,4,0,6,12,0
1020,14,10,9,19,9,19,28,7
1021,15,8,8,12,4,13,20,3
1022,0,8,9,15,6,15,23,5
1023,7,25,8,11,3,12,18,3
1024,2,5,4,7,3,13,22,7
1025,14,4,10,19,14,23,35,10
1026,11,13,10,13,4,13,21,3
1027,14,11,11,18,9,18,27,6
1028,14,10,9,24,13,21,30,9
1029,10,11,7,8,2,9,16,0
1030,0,11,16,26,14,26,17,3
1031,6,7,13,19,10,19,27,7
1032,5,6,10,16,7,16,25,6
1033,5,6,10,15,6,15,22,0
1034,14,4,7,11,4,14,21,2
1035,10,14,9,19,12,21,29,8
1036,11,12,5,7,1,7,12,1
1037,14,6,12,21,14,22,30,0
1038,0,8,6,10,5,16,24,28
1039,15,9,9,14,5,14,21,0
1040,15,5,8,16,13,26,35,10
1041,7,7,8,16,12,28,38,12
1042,14,10,13,17,10,19,27,0
1043,1,8,10,16,6,16,24,4
1044,1,8,11,22,12,21,30,7
1045,8,15,10,25,13,20,29,8
1046,6,21,10,23,13,21,30,7
1047,5,9,7,8,2,9,16,0
1048,8,17,8,16,12,26,35,9
1049,7,7,5,5,0,6,10,2
1050,7,15,12,20,10,20,30,6
1051,7,11,6,12,7,19,31,17
1052,5,9,9,11,4,11,16,0
1053,15,4,10,20,11,20,28,7
1054,9,6,13,17,8,17,26,6
1055,0,9,12,13,5,14,21,3
1056,7,12,7,8,2,10,15,1
1057,1,10,8,14,9,20,30,7
1058,15,11,12,16,7,17,25,6
1059,0,11,11,23,11,20,29,8
1060,0,11,8,14,5,15,22,5
1061,6,14,12,21,14,28,33,11
1062,6,14,9,20,14,27,39,9
1063,0,6,8,17,13,27,38,25
1064,1,8,7,13,9,21,32,24
1065,9,6,12,20,10,19,28,7
1066,11,12,4,3,0,3,6,0
1067,15,14,11,14,7,20,30,0
1068,0,8,9,12,4,12,18,3
1069,1,4,5,7,2,10,16,1
1070,10,13,4,4,0,4,8,1
1071,10,14,13,16,7,17,26,5
1072,7,4,5,9,5,16,28,0
1073,0,6,5,7,3,12,20,0
1074,2,5,4,3,0,2,5,0
1075,2,5,6,9,3,12,20,0
1076,0,2,6,7,1,7,12,1
1077,6,18,8,16,11,24,37,7
1078,4,17,12,26,14,24,31,10
1079,15,10,9,17,8,18,26,6
1080,7,7,11,16,8,18,27,5
1081,4,14,11,23,13,22,30,7
1082,4,12,9,19,10,18,26,7
1083,5,17,10,19,11,20,29,7
1084,11,10,9,18,8,18,26,6
1085,15,8,13,15,5,15,22,4
1086,9,7,5,4,0,6,12,0
1087,5,8,7,9,3,10,16,1
1088,9,7,9,17,13,28,40,0
1089,6,9,10,19,14,24,33,10
1090,15,4,12,18,13,24,33,9
1091,7,21,10,16,7,17,26,6
1092,13,5,8,15,11,24,37,19
1093,3,11,5,5,1,7,12,0
1094,13,7,14,19,10,20,30,7
1095,11,20,10,23,13,22,30,9
1096,10,22,12,19,11,20,30,6
1097,10,22,13,18,10,19,26,6
1098,14,6,12,21,12,21,29,6
1099,1,10,14,23,13,23,30,10
1100,1,10,13,18,10,22,34,4
1101,0,11,8,16,13,26,38,29
1102,7,21,4,5,1,7,13,1
1103,6,20,10,26,13,21,30,9
1104,0,5,7,13,7,19,29,13
1105,12,11,5,7,2,10,17,0
1106,6,20,11,18,10,18,27,6
1107,15,9,8,11,3,10,15,0
1108,7,21,9,15,6,15,23,5
1109,5,15,5,7,3,11,18,0
1110,6,12,10,17,13,28,39,24
1111,1,9,10,14,5,14,21,5
1112,9,6,8,16,7,17,25,6
1113,0,9,11,15,6,15,23,6
1114,11,11,10,18,8,17,25,6
1115,10,14,5,5,0,5,9,1
1116,15,8,9,14,4,13,20,4
1117,0,6,7,13,9,21,33,0
1118,2,5,10,13,4,13,20,0
1119,14,11,12,24,13,22,31,9
1120,0,8,8,15,11,25,38,0
1121,0,8,5,8,3,12,20,0
1122,10,16,11,24,14,24,30,10
1123,4,13,14,14,5,14,21,5
1124,5,17,6,8,1,8,13,2
1125,14,11,9,14,7,17,25,3
1126,4,15,6,7,1,7,11,1
1127,9,18,12,22,12,21,29,8
1128,11,18,11,21,13,24,33,6
1129,8,22,8,16,7,19,28,4
1130,5,17,8,13,8,21,32,0
1131,13,21,7,6,0,3,5,0
1132,14,4,6,8,3,12,20,1
1133,11,11,12,17,7,16,24,6
1134,10,14,7,9,3,10,16,1
1135,15,4,9,19,13,25,37,9
1136,15,4,12,20,12,21,29,7
1137,6,12,10,18,14,26,36,13
1138,6,12,8,11,3,11,18,3
1139,15,12,6,10,5,16,24,10
1140,15,10,4,4,0,7,13,0
1141,10,11,8,15,12,25,36,28
1142,7,11,6,8,2,10,16,2
1143,14,6,8,14,10,23,34,0
1144,14,6,8,17,14,26,41,21
1145,6,21,10,20,14,25,31,14
1146,15,6,10,23,14,23,31,10
1147,10,13,5,5,1,6,12,1
1148,11,12,7,9,3,11,17,1
1149,10,14,7,9,3,11,17,1
1150,4,16,6,8,4,14,24,0
1151,10,8,5,10,5,16,26,17
1152,0,4,11,20,13,25,38,9
1153,0,4,9,18,9,19,29,5
1154,6,18,9,17,13,27,40,16
1155,7,13,5,5,1,7,11,0
1156,15,4,12,17,10,19,27,8
1157,8,7,5,7,1,8,13,1
1158,5,13,10,14,5,14,21,4
1159,5,13,14,15,6,15,23,5
1160,8,3,8,13,8,21,32,0
1161,14,10,10,20,10,19,27,7
1162,9,6,11,17,11,20,28,6
1163,5,18,12,22,13,23,31,8
1164,11,12,10,17,6,14,21,9
1165,10,14,7,9,2,9,15,2
1166,15,15,10,14,10,23,35,0
1167,2,5,6,11,6,18,29,0
1168,14,11,8,17,8,17,26,6
1169,14,11,9,14,5,14,21,4
1170,7,21,11,15,11,23,36,19
1171,12,12,7,11,5,15,25,0
1172,15,14,10,16,12,24,37,24
1173,5,16,10,19,11,20,28,6
1174,11,6,5,5,1,7,13,0
1175,8,15,11,19,9,17,25,7
1176,8,17,8,16,12,25,37,18
1177,12,11,7,11,5,15,25,0
1178,6,12,7,11,6,18,30,0
1179,0,4,11,22,14,23,31,9
1180,5,6,6,8,2,10,17,1
1181,11,13,9,14,5,14,22,4
1182,10,14,6,7,1,8,12,1
1183,14,18,6,8,3,13,22,0
1184,15,4,10,19,10,20,28,5
1185,15,4,9,14,6,16,25,2
1186,6,20,10,20,12,21,29,7
1187,7,12,9,12,4,12,18,2
1188,8,12,5,6,1,8,13,0
1189,14,8,6,6,1,6,10,1
1190,14,8,8,10,3,10,16,2
1191,15,8,11,12,4,12,18,3
1192,0,8,8,11,3,10,16,3
1193,0,8,9,15,5,14,21,4
1194,1,8,8,14,5,13,20,4
1195,0,6,7,14,10,21,34,21
1196,11,10,11,15,6,15,23,3
1197,11,11,9,15,5,15,22,4
1198,7,3,7,12,6,19,31,0
1199,10,14,8,13,4,13,19,4
1200,10,11,7,12,7,19,30,0
1201,5,18,7,10,3,10,16,3
1202,5,19,11,18,7,17,26,4
1203,14,10,12,24,12,21,29,8
1204,6,12,8,13,9,19,34,1
1205,14,11,5,8,3,12,21,0
1206,11,12,5,6,1,6,11,1
1207,0,8,10,13,4,13,19,3
1208,1,8,8,11,3,11,17,3
1209,6,6,12,16,7,16,23,6
1210,15,10,8,14,5,14,21,4
1211,14,4,9,21,14,26,36,9
1212,7,6,12,20,11,20,29,6
1213,5,14,11,20,14,28,39,13
1214,5,14,13,15,6,15,23,6
1215,6,14,10,20,14,30,38,11
1216,15,14,8,12,6,17,28,0
1217,7,14,9,18,9,19,27,6
1218,7,14,10,21,13,23,30,7
1219,5,18,8,13,8,21,32,30
1220,6,9,12,19,13,24,32,10
1221,11,10,7,8,2,9,14,1
1222,11,11,11,19,9,19,27,6
1223,9,7,10,16,8,18,25,6
1224,7,15,10,14,5,15,22,5
1225,4,13,9,18,9,18,27,5
1226,5,16,12,25,14,22,30,9
1227,6,12,10,18,12,23,32,10
1228,8,12,9,19,10,18,26,7
1229,2,13,5,7,2,11,18,0
1230,10,23,11,14,7,19,30,0
1231,8,19,6,8,2,9,15,2
1232,8,19,10,20,11,20,30,6
1233,10,8,10,23,14,20,23,0
1234,14,6,8,17,12,24,37,14
1235,6,19,12,14,5,14,21,5
1236,6,25,12,14,5,14,20,5
1237,6,25,9,13,5,14,21,3
1238,7,25,6,8,2,10,15,1
1239,0,6,12,18,10,20,28,5
1240,5,9,13,22,12,21,30,7
1241,11,13,10,13,4,13,19,3
1242,10,14,8,11,3,11,17,3
1243,6,11,6,11,5,16,27,15
1244,1,4,14,27,12,21,28,9
1245,1,4,8,10,4,13,23,0
1246,0,4,9,18,13,26,34,9
1247,5,18,11,22,12,20,29,9
1248,4,8,6,8,3,12,20,0
1249,4,16,9,15,9,20,31,0
1250,9,10,11,18,10,19,28,6
1251,1,9,5,5,1,6,11,1
1252,0,5,11,13,8,20,31,2
1253,7,6,10,21,11,19,26,8
1254,13,7,11,17,9,18,27,5
1255,6,14,11,19,14,26,35,12
1256,10,14,7,9,3,10,16,2
1257,10,15,7,10,3,11,17,2
1258,10,13,12,23,9,18,25,7
1259,10,13,6,6,1,6,10,1
1260,11,13,8,12,4,12,19,3
1261,15,11,6,9,3,11,17,1
1262,14,10,11,17,8,19,30,3
1263,6,7,9,16,9,18,27,7
1264,0,8,8,14,11,24,35,1
1265,8,3,8,15,10,22,31,0
1266,13,7,10,19,9,19,29,6
1267,5,16,6,8,2,9,15,1
1268,2,6,11,19,8,18,27,6
1269,0,2,9,18,8,18,26,6
1270,8,22,10,15,8,18,26,0
1271,4,16,11,16,10,22,36,0
1272,5,17,13,23,13,22,30,0
1273,4,17,7,8,2,10,16,0
1274,6,9,13,20,14,25,36,8
1275,14,4,5,7,1,7,12,1
1276,11,13,10,17,10,19,28,7
1277,4,20,8,15,11,24,34,21
1278,0,9,13,18,9,19,27,5
1279,0,9,13,19,9,17,25,6
1280,8,7,6,7,1,8,13,1
1281,8,7,6,7,1,8,13,1
1282,7,15,9,15,7,17,26,5
1283,7,15,13,18,9,18,26,7
1284,7,15,11,21,13,22,31,18
1285,15,4,9,14,5,14,22,4
1286,11,9,3,2,0,4,10,0
1287,11,12,13,17,7,16,22,6
1288,15,10,13,20,12,20,28,7
1289,15,13,7,12,7,20,31,29
1290,1,6,10,16,9,19,28,0
1291,15,11,7,7,1,7,10,1
1292,1,11,10,18,13,26,42,7
1293,9,18,5,6,2,11,18,0
1294,15,10,8,13,4,12,18,4
1295,7,22,10,13,4,13,20,3
1296,6,21,9,15,6,15,24,5
1297,5,19,10,13,5,14,20,0
1298,0,5,11,20,13,19,25,0
1299,0,5,8,17,12,26,40,22
1300,10,4,5,7,3,11,19,0
1301,10,4,7,9,3,11,18,0
1302,6,4,9,17,12,25,36,10
1303,5,13,9,16,7,16,23,6
1304,5,14,8,12,4,12,18,3
1305,15,11,6,8,1,8,12,2
1306,15,15,8,11,5,14,22,0
1307,15,11,12,19,12,22,29,10
1308,2,16,6,9,4,13,22,0
1309,5,5,13,17,8,18,27,5
1310,15,6,8,15,11,23,37,22
1311,4,16,5,4,0,4,8,1
1312,15,10,13,19,7,16,22,7
1313,7,3,4,4,1,8,14,0
1314,14,8,10,16,6,16,23,4
1315,0,8,12,24,12,21,29,8
1316,9,3,5,6,2,10,17,0
1317,13,6,12,23,14,23,31,0
1318,9,19,12,23,13,23,30,10
1319,11,10,8,10,3,10,16,2
1320,9,17,12,20,11,20,29,7
1321,0,14,7,13,9,22,34,27
1322,1,14,8,16,13,26,36,32
1323,14,11,9,17,8,17,26,5
1324,6,9,12,20,11,19,28,6
1325,15,11,13,16,7,17,25,6
1326,14,11,8,10,3,11,16,2
1327,4,20,13,21,13,22,30,0
1328,15,4,11,18,8,17,24,6
1329,0,9,11,16,6,16,22,5
1330,11,9,7,13,8,20,31,0
1331,7,21,6,6,1,6,11,0
1332,10,12,5,7,2,10,16,1
1333,8,7,10,16,11,24,36,0
1334,6,12,6,8,2,10,15,1
1335,6,12,9,16,8,18,26,7
1336,8,12,8,12,4,12,19,3
1337,2,6,9,19,13,26,34,11
1338,15,6,10,18,9,19,27,7
1339,2,5,10,23,14,32,46,3
1340,15,10,12,23,13,22,30,8
1341,0,2,10,18,10,19,27,6
1342,7,21,9,13,4,13,20,5
1343,8,7,6,6,1,6,10,1
1344,7,15,6,8,3,10,16,1
1345,7,15,10,18,10,19,26,0
1346,11,9,10,14,6,18,28,0
1347,15,8,12,13,4,13,19,3
1348,15,9,7,7,1,8,14,0
1349,1,8,13,15,5,15,23,4
1350,11,20,12,23,13,22,31,9
1351,5,14,11,21,14,27,42,9
1352,15,8,10,16,7,17,25,6
1353,0,8,12,19,10,19,29,6
1354,0,8,12,17,8,18,25,5
1355,14,10,14,17,8,18,25,5
1356,11,10,6,5,0,6,10,0
1357,11,11,6,5,0,4,7,1
1358,5,5,11,20,10,18,26,7
1359,0,6,5,10,5,17,28,13
1360,14,8,7,12,7,19,30,7
1361,7,21,7,13,8,21,32,12
1362,6,18,9,14,10,22,33,0
1363,14,4,8,18,12,30,39,6
1364,10,15,10,18,8,17,26,6
1365,10,14,4,2,0,2,5,0
1366,11,10,6,6,1,6,11,1
1367,4,13,10,18,10,20,29,4
1368,1,8,9,17,12,28,38,0
1369,1,8,12,20,13,22,31,0
1370,12,12,6,10,4,14,23,0
1371,2,13,5,5,0,6,10,0
1372,13,4,6,9,5,16,23,31
1373,4,16,8,15,10,23,35,0
1374,6,9,9,17,11,21,29,11
1375,0,9,11,19,10,19,28,7
1376,14,6,8,20,11,19,30,7
1377,0,9,9,16,6,14,22,5
1378,8,12,9,15,6,15,23,5
1379,15,10,4,4,0,7,13,0
1380,11,12,8,9,5,13,22,0
1381,15,6,6,11,6,17,29,7
1382,10,11,5,10,5,16,26,16
1383,5,18,11,21,11,20,30,6
1384,9,22,5,6,1,9,15,1
1385,0,5,9,17,14,27,38,21
1386,10,14,5,7,2,10,17,1
1387,15,15,10,27,14,26,31,9
1388,15,6,9,19,13,27,42,9
1389,4,17,7,11,5,16,26,0
1390,8,9,11,18,9,18,25,6
1391,11,7,4,7,3,12,19,23
1392,7,3,10,15,6,16,24,0
1393,8,21,13,23,14,23,31,9
1394,1,7,5,7,3,12,20,0
1395,9,13,5,7,2,10,17,0
1396,8,18,8,17,13,25,36,11
1397,6,18,11,20,12,20,28,7
1398,13,6,10,12,6,15,28,0
1399,2,14,4,3,0,4,8,0
1400,5,13,8,10,3,10,16,2
1401,7,13,7,10,5,16,26,0
1402,15,15,12,24,14,23,31,8
1403,14,10,7,8,2,9,14,2
1404,11,13,5,6,1,7,12,1
1405,11,11,6,7,1,7,12,1
1406,10,13,6,6,1,7,12,1
1407,15,8,5,4,0,5,9,1
1408,1,8,10,20,10,19,28,6
1409,13,7,10,21,12,20,30,7
1410,0,6,8,15,11,23,33,8
1411,6,25,10,16,10,18,29,5
1412,7,21,5,8,3,13,21,0
1413,6,18,9,18,13,27,38,18
1414,11,13,12,15,6,15,22,5
1415,10,13,5,6,1,9,15,1
1416,0,9,8,14,10,22,32,31
1417,14,11,12,20,12,21,29,7
1418,1,8,10,16,8,17,26,6
1419,0,6,7,11,5,15,24,0
1420,5,8,9,15,6,15,23,5
1421,5,16,6,8,3,11,17,1
1422,14,11,11,16,6,16,23,5
1423,7,6,3,1,0,1,3,1
1424,7,4,9,17,13,26,44,14
1425,6,11,9,16,12,26,38,0
1426,4,18,9,17,14,27,39,23
1427,7,7,6,7,1,8,14,1
1428,8,7,4,5,1,8,14,0
1429,7,12,10,18,14,25,37,10
1430,15,4,9,15,6,15,23,5
1431,15,4,9,12,4,12,19,3
1432,0,8,10,17,13,27,40,18
1433,9,6,9,15,6,16,24,5
1434,0,9,8,11,3,11,17,3
1435,9,22,7,9,2,9,15,2
1436,0,11,7,13,4,13,19,4
1437,0,11,9,17,8,17,26,6
1438,15,11,8,16,11,24,38,13
1439,14,10,9,17,10,20,28,11
1440,0,2,8,16,13,26,38,24
1441,6,21,9,17,7,16,25,5
1442,4,17,11,19,9,19,26,6
1443,10,13,4,2,0,2,5,0
1444,4,9,5,8,3,11,17,1
1445,2,4,6,7,2,9,15,1
1446,0,9,9,16,13,26,37,27
1447,0,9,9,19,10,19,27,7
1448,11,12,3,1,0,1,2,0
1449,15,15,6,10,4,14,23,0
1450,11,13,9,12,4,12,19,3
1451,10,13,4,4,0,5,10,1
1452,14,6,8,15,10,22,33,23
1453,15,6,7,13,8,21,31,24
1454,8,25,6,7,1,7,12,1
1455,14,11,11,18,9,18,25,6
1456,10,17,13,23,14,24,31,9
1457,15,11,9,15,6,16,23,6
1458,15,8,10,11,3,12,18,3
1459,15,8,9,12,4,13,19,3
1460,0,8,6,11,6,19,28,10
1461,0,8,9,16,12,25,35,0
1462,14,11,9,12,4,12,18,3
1463,4,13,8,14,9,21,32,8
1464,9,7,5,9,4,15,23,9
1465,5,14,8,9,2,9,14,2
1466,5,13,9,14,5,14,22,5
1467,11,6,7,10,4,15,24,0
1468,2,6,12,21,11,20,29,7
1469,7,20,12,18,13,23,31,9
1470,15,4,9,20,14,27,39,12
1471,6,5,13,22,12,20,29,8
1472,8,7,5,9,4,15,24,11
1473,15,11,11,18,6,15,22,6
1474,0,6,9,17,12,25,36,12
1475,6,19,9,20,13,22,31,7
1476,10,11,7,11,5,17,26,33
1477,7,17,2,0,0,0,1,0
1478,7,4,11,12,4,12,18,4
1479,6,22,12,21,12,21,30,7
1480,14,8,8,15,11,24,35,29
1481,7,11,11,17,8,18,26,6
1482,7,7,11,18,9,18,27,6
1483,5,9,5,8,3,12,20,0
1484,5,9,6,9,4,13,22,0
1485,6,4,7,13,9,22,34,0
1486,5,6,11,21,12,22,30,6
1487,0,12,5,8,3,11,18,1
1488,0,12,10,17,6,16,25,5
1489,8,17,9,16,10,21,31,26
1490,6,11,4,5,1,10,17,0
1491,7,10,6,7,2,9,14,1
1492,14,10,8,16,8,18,27,7
1493,15,8,10,14,5,14,22,4
1494,1,8,10,15,7,17,24,4
1495,15,6,8,16,12,24,35,0
1496,0,6,8,15,11,23,33,17
1497,2,5,9,13,5,12,17,0
1498,11,10,13,20,11,19,27,7
1499,15,4,5,7,2,10,16,1
1500,10,15,6,8,2,10,16,1
1501,11,13,10,16,6,16,24,4
1502,9,3,5,8,3,12,20,0
1503,1,8,4,5,1,9,15,30
1504,9,19,10,20,11,20,28,7
1505,5,14,11,15,7,18,25,6
1506,5,14,13,16,7,16,23,7
1507,2,6,11,18,10,19,28,7
1508,0,2,10,15,6,14,21,6
1509,8,7,8,16,8,18,26,6
1510,0,3,7,12,6,18,30,0
1511,11,18,8,16,11,24,37,14
1512,2,4,8,13,6,16,25,3
1513,0,9,7,9,3,11,17,2
1514,0,9,12,17,8,18,27,4
1515,10,6,7,8,2,9,15,1
1516,6,19,10,23,12,22,29,8
