,alpha_freq,delta_width,u_freq,g_freq,r_width,i_freq,z_width,redshift_width
773,1,4,2,4,4,4,5,4
774,3,4,1,0,1,0,2,0
775,0,1,1,2,3,2,3,0
776,4,1,4,4,4,4,4,5
777,3,4,1,0,1,0,1,0
778,2,1,1,0,1,1,2,1
779,3,4,3,4,3,3,4,3
780,2,6,1,1,3,3,4,7
781,0,2,2,3,3,4,5,0
782,0,2,1,2,3,3,4,13
783,0,2,2,3,3,4,4,7
784,4,3,2,3,3,3,4,3
785,0,2,3,4,3,2,3,3
786,2,1,4,4,4,4,4,0
787,1,1,4,3,3,2,3,2
788,1,4,1,0,1,0,2,0
789,4,3,3,2,3,2,3,2
790,1,4,1,0,1,0,2,0
791,3,2,4,3,3,3,5,0
792,2,4,3,4,3,3,3,3
793,1,5,2,3,3,4,5,6
794,0,1,3,4,4,4,5,5
795,0,1,3,4,3,3,4,2
796,0,6,1,1,2,1,3,0
797,4,3,0,0,1,1,2,0
798,2,2,1,0,1,0,1,0
799,2,2,1,1,2,1,2,1
800,2,2,2,3,3,3,3,3
801,4,1,4,3,3,2,3,3
802,4,1,2,2,3,4,4,8
803,4,5,3,2,2,1,3,2
804,3,3,0,1,2,2,3,6
805,3,6,0,0,1,0,2,0
806,3,4,0,0,1,0,2,0
807,4,3,0,0,1,0,1,0
808,0,3,3,4,3,2,3,3
809,0,4,4,1,2,1,2,1
810,0,3,4,4,3,3,3,4
811,3,4,0,0,1,1,2,0
812,1,5,4,4,4,3,4,0
813,2,6,0,0,2,1,2,0
814,1,5,1,1,2,1,2,1
815,1,6,4,2,2,1,2,2
816,3,3,1,1,2,2,3,0
817,0,1,2,3,4,4,5,7
818,4,3,4,4,3,3,4,3
819,1,2,4,2,3,2,6,0
820,4,3,0,0,1,0,2,0
821,1,4,1,0,1,0,1,0
822,1,4,0,0,1,0,1,0
823,1,4,2,2,3,2,3,0
824,4,3,4,4,4,3,4,0
825,4,3,4,3,3,2,3,2
826,4,3,3,2,2,1,3,1
827,2,5,0,0,1,0,1,0
828,0,3,1,1,3,3,4,0
829,4,3,3,2,3,2,3,2
830,0,1,0,1,2,2,3,2
831,1,5,3,2,3,1,2,0
832,1,1,3,3,3,2,3,2
833,4,3,0,0,0,0,1,0
834,0,2,0,1,2,1,3,0
835,3,5,4,4,4,4,4,5
836,1,4,1,1,1,0,2,0
837,1,4,4,2,2,1,3,2
838,1,4,2,1,2,1,2,1
839,2,4,1,1,2,1,3,0
840,4,1,2,4,3,3,3,5
841,4,3,2,4,3,3,3,3
842,0,1,3,4,4,4,5,7
843,0,5,0,0,1,1,2,0
844,1,2,4,4,4,4,5,4
845,1,3,4,4,4,4,4,4
846,2,3,1,1,2,1,3,0
847,0,2,0,0,0,0,1,0
848,2,2,0,0,1,0,1,0
849,4,1,3,4,4,4,5,4
850,4,1,1,2,3,3,4,4
851,1,5,2,3,3,2,3,3
852,0,3,4,4,4,3,4,3
853,0,4,2,2,3,2,3,3
854,0,1,2,4,4,4,4,4
855,4,3,0,0,0,0,1,0
856,1,1,2,3,3,2,3,3
857,1,1,4,3,3,2,3,2
858,0,1,3,4,4,4,4,4
859,0,3,2,4,4,3,4,4
860,0,3,2,3,3,4,4,7
861,3,5,1,1,3,3,4,12
862,4,4,0,0,0,0,1,0
863,2,6,4,1,2,1,2,1
864,1,6,1,0,1,0,2,0
865,0,1,2,3,4,4,5,5
866,3,4,0,1,1,0,2,1
867,4,1,2,4,4,4,5,4
868,2,1,2,3,3,4,4,5
869,0,4,4,4,4,3,3,0
870,3,1,2,2,2,1,3,1
871,1,4,3,3,3,3,3,2
872,1,4,3,4,4,3,4,4
873,0,3,4,3,3,2,3,2
874,0,2,4,2,2,1,3,1
875,4,3,2,1,2,1,2,1
876,4,3,4,3,3,2,3,2
877,3,4,0,0,1,0,1,0
878,3,4,3,2,2,1,3,1
879,3,4,3,3,3,3,4,2
880,0,1,1,2,3,3,4,7
881,2,6,1,2,3,4,4,9
882,4,3,3,4,4,4,4,0
883,4,3,4,3,3,2,3,2
884,1,1,1,1,1,0,2,1
885,4,1,1,1,2,1,2,0
886,3,4,0,0,1,0,2,0
887,0,1,4,4,4,4,4,0
888,0,3,3,3,3,4,4,0
889,2,4,3,3,3,2,3,2
890,1,5,1,2,4,4,5,7
891,1,5,3,3,3,3,3,0
892,0,1,4,4,4,4,5,4
893,0,1,3,4,3,3,3,2
894,1,3,1,0,1,0,2,0
895,4,3,1,1,2,1,2,0
896,4,3,1,2,3,4,4,9
897,4,1,2,4,3,2,3,3
898,4,1,4,3,3,2,3,3
899,3,4,1,1,1,0,2,1
900,4,1,2,3,3,4,5,11
901,2,5,4,4,3,3,3,2
902,4,3,1,2,3,3,4,10
903,4,3,1,1,3,3,4,10
904,2,1,4,3,3,2,3,2
905,2,6,2,4,3,4,4,1
906,3,3,4,4,3,2,3,2
907,4,2,4,4,3,3,3,3
908,4,3,1,1,3,2,3,12
909,2,6,3,2,2,1,3,2
910,4,3,3,3,3,2,3,3
911,0,3,1,0,1,0,1,0
912,2,2,4,4,3,3,3,3
913,2,2,2,2,3,2,3,3
914,1,1,1,2,2,1,3,3
915,1,1,4,2,3,2,3,2
916,4,3,1,1,2,2,3,0
917,2,6,3,4,3,3,4,3
918,1,4,1,2,2,1,3,9
919,0,2,2,2,4,4,4,11
920,1,5,4,3,3,2,3,3
921,4,3,4,3,4,4,4,4
922,3,4,3,3,3,2,3,2
923,3,4,1,1,1,1,2,0
924,3,4,0,0,1,0,2,0
925,3,4,4,4,4,4,4,3
926,4,3,4,3,3,3,3,2
927,2,5,0,0,1,0,2,0
928,4,1,4,4,5,4,5,5
929,4,1,4,4,4,4,4,5
930,3,3,2,1,2,1,2,1
931,4,3,4,3,3,3,3,2
932,3,4,4,4,3,3,4,3
933,4,1,1,2,3,3,4,10
934,0,1,0,1,2,2,3,6
935,0,1,1,1,2,1,2,0
936,4,2,1,1,3,3,4,0
937,4,3,1,1,2,1,2,1
938,2,6,1,2,3,3,4,8
939,4,1,3,3,4,4,5,6
940,2,1,2,3,3,4,4,0
941,4,3,1,3,3,3,3,3
942,3,4,0,0,1,0,1,0
943,2,2,0,0,1,0,2,0
944,1,2,2,4,3,3,3,3
945,1,2,3,2,2,1,2,3
946,3,2,1,1,2,1,3,0
947,4,5,4,4,4,4,4,0
948,2,4,3,3,3,2,3,2
949,1,5,1,1,2,2,3,0
950,4,3,3,4,4,4,4,3
951,2,3,4,4,4,2,2,0
952,4,1,4,4,3,3,3,3
953,0,4,1,1,2,1,3,0
954,4,3,0,0,1,1,2,0
955,3,3,0,0,1,0,1,0
956,2,6,3,4,4,3,4,3
957,4,3,4,3,3,2,3,2
958,1,1,4,4,3,3,4,6
959,1,1,4,3,3,2,3,2
960,4,3,1,1,3,2,4,8
961,4,3,2,3,4,4,5,6
962,2,4,2,3,3,3,3,3
963,4,2,1,1,2,2,3,0
964,0,1,3,4,3,3,4,2
965,1,4,2,4,4,4,5,4
966,1,4,3,4,3,3,3,3
967,4,4,2,2,5,3,4,0
968,4,2,1,0,1,0,1,0
969,0,2,1,0,1,0,1,0
970,4,1,4,4,4,4,4,3
971,4,3,3,3,4,4,5,0
972,4,1,4,3,4,4,6,6
973,3,4,4,3,3,3,4,1
974,2,1,4,3,3,3,4,2
975,3,4,2,1,1,0,2,1
976,4,3,2,2,3,1,3,2
977,1,1,4,3,3,2,3,3
978,2,4,4,4,4,3,3,4
979,2,1,2,2,3,3,4,0
980,0,2,3,2,3,2,3,2
981,3,5,3,4,4,4,4,4
982,4,1,4,4,4,4,4,2
983,4,3,4,4,3,3,3,2
984,3,4,0,0,1,0,2,0
985,3,6,3,3,3,3,3,3
986,2,2,1,0,1,0,1,0
987,2,2,0,1,1,1,2,1
988,4,3,3,2,2,1,2,0
989,4,4,1,1,2,1,3,0
990,4,1,2,3,3,3,4,4
991,4,1,2,2,3,2,3,1
992,3,3,3,3,4,4,5,9
993,3,5,3,4,3,3,3,3
994,0,1,4,4,4,4,4,4
995,0,1,0,0,1,0,2,0
996,4,1,2,3,4,4,5,9
997,0,3,4,4,3,3,3,3
998,0,3,3,4,3,2,3,3
999,3,6,1,1,3,3,4,12
1000,2,6,0,0,1,0,2,0
1001,1,6,2,1,2,1,2,1
1002,1,6,4,3,3,2,3,2
1003,3,2,0,0,1,1,2,0
1004,0,5,4,2,2,1,3,0
1005,0,0,2,2,3,2,3,2
1006,3,1,3,3,4,4,5,14
1007,1,3,3,2,3,2,3,3
1008,2,2,4,3,3,2,3,2
1009,4,3,1,1,3,3,3,11
1010,0,1,0,0,1,1,2,0
1011,0,1,0,1,2,1,2,1
1012,0,3,3,2,2,1,2,1
1013,1,4,0,0,0,0,1,0
1014,1,4,2,4,3,2,3,3
1015,1,4,2,4,4,4,4,0
1016,2,4,4,2,3,4,4,0
1017,4,3,4,4,3,3,3,3
1018,3,5,0,0,1,0,1,0
1019,0,3,0,0,1,0,1,0
1020,4,3,2,4,3,2,3,3
1021,4,2,1,1,2,1,2,1
1022,0,2,2,2,2,1,3,2
1023,2,7,2,1,2,1,2,1
1024,0,1,0,0,2,1,3,3
1025,4,1,3,4,4,4,4,4
1026,3,4,3,2,2,1,2,1
1027,4,3,4,3,3,2,3,2
1028,4,3,2,4,4,3,4,4
1029,3,3,1,1,1,0,2,0
1030,0,3,4,4,5,4,2,1
1031,2,2,4,4,3,3,3,3
1032,1,2,3,3,3,2,3,2
1033,1,2,3,2,3,1,3,0
1034,4,1,1,1,2,1,2,1
1035,3,4,3,4,4,3,4,3
1036,4,3,0,0,1,0,1,0
1037,4,1,4,4,4,3,4,0
1038,0,2,0,1,2,2,3,12
1039,4,3,3,2,2,1,2,0
1040,4,1,2,3,4,4,4,4
1041,2,2,2,2,3,4,5,5
1042,4,3,4,3,3,3,3,0
1043,0,2,3,3,2,2,3,1
1044,0,2,4,4,4,3,4,3
1045,2,4,3,4,4,3,3,3
1046,1,6,3,4,4,3,4,3
1047,1,3,1,0,1,0,2,0
1048,2,5,2,3,3,4,4,4
1049,2,2,0,0,1,0,1,0
1050,2,4,4,4,3,3,4,2
1051,2,3,1,1,3,3,4,7
1052,1,2,2,1,2,1,2,0
1053,4,1,3,4,3,3,3,3
1054,3,2,4,3,3,2,3,2
1055,0,3,4,2,2,1,2,1
1056,2,3,1,1,1,0,2,0
1057,0,3,2,2,3,3,4,3
1058,4,3,4,3,3,2,3,2
1059,0,3,4,4,3,3,3,3
1060,0,3,2,2,2,1,3,2
1061,1,4,4,4,4,4,4,4
1062,1,4,2,4,4,4,5,4
1063,0,1,2,3,4,4,5,11
1064,0,2,1,2,3,3,4,11
1065,3,2,4,4,3,3,3,3
1066,3,3,0,0,0,0,1,0
1067,4,4,3,2,3,3,4,0
1068,0,2,2,1,2,1,2,1
1069,0,1,0,0,1,0,2,0
1070,3,4,0,0,1,0,1,0
1071,3,4,4,3,3,2,3,2
1072,2,1,0,1,2,2,3,0
1073,0,1,0,0,1,1,2,0
1074,0,1,0,0,0,0,0,0
1075,0,1,1,1,2,1,2,0
1076,0,0,0,0,1,0,1,0
1077,1,5,2,3,3,4,5,3
1078,1,5,4,4,4,4,4,4
1079,4,3,2,3,3,2,3,2
1080,2,2,4,3,3,2,3,2
1081,1,4,3,4,4,4,4,3
1082,0,3,3,4,3,2,3,3
1083,1,5,3,4,3,3,4,3
1084,4,3,3,3,3,2,3,3
1085,4,2,4,2,2,1,3,2
1086,3,2,0,0,1,0,1,0
1087,1,2,1,1,1,1,2,0
1088,3,2,3,3,4,4,5,0
1089,1,3,3,4,4,4,4,4
1090,4,1,4,3,4,4,4,4
1091,2,6,3,2,3,2,3,2
1092,4,1,1,2,3,4,5,8
1093,0,3,0,0,1,0,1,0
1094,4,2,4,4,3,3,4,3
1095,4,6,3,4,4,3,4,4
1096,3,6,4,4,3,3,4,2
1097,3,6,4,3,3,3,3,3
1098,4,1,4,4,4,3,4,2
1099,0,3,4,4,4,4,4,4
1100,0,3,4,3,3,3,4,2
1101,0,3,2,2,4,4,5,13
1102,2,6,0,0,1,0,1,0
1103,1,6,3,4,4,3,4,4
1104,0,1,1,1,3,3,4,6
1105,4,3,0,0,1,0,2,0
1106,2,6,4,3,3,2,3,3
1107,4,3,2,1,2,0,2,0
1108,2,6,3,2,2,1,3,2
1109,1,4,0,0,1,1,2,0
1110,2,3,3,3,4,4,5,10
1111,0,2,3,2,2,1,2,2
1112,3,1,2,2,3,2,3,3
1113,0,3,3,2,3,1,3,2
1114,4,3,3,3,3,2,3,2
1115,3,4,0,0,1,0,1,0
1116,4,2,2,2,2,1,2,2
1117,0,1,1,2,3,3,4,0
1118,0,1,3,1,2,1,2,0
1119,4,3,4,4,4,4,4,4
1120,0,2,2,2,3,4,5,0
1121,0,2,0,0,2,1,2,0
1122,3,5,4,4,4,4,4,4
1123,1,4,4,2,2,1,2,2
1124,1,5,1,0,1,0,1,1
1125,4,3,3,2,3,2,3,1
1126,1,4,1,0,1,0,1,0
1127,3,5,4,4,4,3,3,3
1128,4,5,4,4,4,4,4,3
1129,2,6,2,2,3,2,3,1
1130,1,5,2,2,3,3,4,0
1131,4,6,1,0,1,0,0,0
1132,4,1,0,1,2,1,2,0
1133,4,3,4,3,3,2,3,2
1134,3,4,1,1,1,0,2,0
1135,4,1,3,4,4,4,5,4
1136,4,1,4,4,3,3,3,3
1137,1,3,3,3,4,4,5,5
1138,2,3,2,1,2,1,2,1
1139,4,3,0,1,2,2,3,4
1140,4,3,0,0,1,0,1,0
1141,3,3,2,2,3,4,5,12
1142,2,3,1,1,1,0,2,0
1143,4,1,2,2,3,4,4,0
1144,4,1,1,3,4,4,5,9
1145,1,6,3,4,4,4,4,6
1146,4,1,3,4,4,4,4,4
1147,3,4,0,0,1,0,1,0
1148,4,3,1,1,2,1,2,0
1149,3,4,1,1,1,1,2,0
1150,0,5,0,1,2,1,3,0
1151,3,2,0,1,2,2,3,7
1152,0,1,4,4,4,4,5,4
1153,0,1,3,3,3,3,3,2
1154,1,5,2,3,4,4,5,7
1155,2,4,0,0,1,0,1,0
1156,4,1,4,3,3,3,3,3
1157,2,2,0,0,1,0,1,0
1158,1,4,3,2,2,1,3,2
1159,1,4,4,2,2,1,3,2
1160,2,1,1,2,3,3,4,0
1161,4,3,3,4,3,3,3,3
1162,3,1,3,3,3,3,3,3
1163,1,5,4,4,4,4,4,3
1164,4,3,3,3,3,1,2,4
1165,3,4,1,1,1,0,2,1
1166,4,4,3,2,3,4,4,0
1167,0,1,1,1,2,2,4,0
1168,4,3,2,3,3,2,3,2
1169,4,3,3,2,2,1,2,1
1170,2,6,4,2,3,4,4,8
1171,4,3,1,1,2,2,3,0
1172,4,4,3,3,3,4,5,10
1173,1,5,3,4,3,3,3,2
1174,3,2,0,0,1,0,1,0
1175,2,4,4,4,3,2,3,3
1176,2,5,2,2,3,4,5,8
1177,4,3,1,1,2,1,3,0
1178,2,3,1,1,2,2,4,0
1179,0,1,3,4,4,4,4,4
1180,1,1,0,0,1,1,2,0
1181,3,4,2,2,2,1,3,1
1182,3,4,0,0,1,0,1,0
1183,4,5,1,0,2,1,3,0
1184,4,1,3,4,3,3,3,2
1185,4,1,2,2,3,2,3,1
1186,2,6,3,4,3,3,4,3
1187,2,3,2,1,2,1,2,1
1188,2,3,0,0,1,0,1,0
1189,4,2,0,0,1,0,1,0
1190,4,2,2,1,2,0,2,1
1191,4,2,4,1,2,1,2,1
1192,0,2,2,1,2,1,2,1
1193,0,2,3,2,2,1,3,2
1194,0,2,2,2,2,1,2,2
1195,0,1,1,2,3,3,4,9
1196,4,3,3,2,2,1,3,1
1197,4,3,2,2,2,1,3,2
1198,2,1,1,1,3,3,4,0
1199,3,4,2,2,2,1,2,1
1200,3,3,1,1,3,3,4,0
1201,1,5,1,1,1,0,2,1
1202,1,5,4,3,3,2,3,2
1203,4,3,4,4,4,3,4,3
1204,1,3,1,2,3,3,4,0
1205,4,3,0,0,2,1,2,0
1206,3,3,0,0,1,0,1,0
1207,0,2,3,2,2,1,2,1
1208,0,2,2,1,2,1,2,1
1209,1,1,4,3,3,2,3,2
1210,4,3,2,2,2,1,3,2
1211,4,1,3,4,4,4,5,4
1212,2,2,4,4,3,3,4,3
1213,1,4,4,4,4,4,5,6
1214,1,4,4,2,3,1,3,3
1215,1,4,3,4,4,4,5,4
1216,4,4,2,1,2,2,3,0
1217,2,4,2,3,3,2,3,2
1218,2,4,3,4,4,4,4,3
1219,1,5,1,2,3,3,4,13
1220,1,3,4,4,4,4,4,4
1221,4,3,1,0,1,0,2,0
1222,4,3,4,4,3,3,3,2
1223,3,2,3,3,3,2,3,3
1224,2,4,3,2,2,1,3,2
1225,1,4,3,3,3,2,3,2
1226,1,4,4,4,4,3,4,4
1227,2,3,3,3,3,4,4,4
1228,2,3,2,4,3,2,3,3
1229,0,4,0,0,1,1,2,0
1230,3,7,4,2,3,3,4,0
1231,2,5,0,0,1,0,2,1
1232,2,5,3,4,3,3,4,2
1233,3,2,3,4,4,3,3,0
1234,4,1,1,3,3,4,5,6
1235,1,6,4,2,2,1,3,2
1236,2,7,4,2,2,1,2,2
1237,2,7,2,2,2,1,2,1
1238,2,7,0,0,1,0,2,0
1239,0,1,4,3,3,3,3,2
1240,1,3,4,4,3,3,4,3
1241,3,4,3,1,2,1,2,1
1242,3,4,1,1,2,1,2,1
1243,2,3,0,1,2,2,3,7
1244,0,1,4,4,3,3,3,4
1245,0,1,2,1,2,1,3,0
1246,0,1,3,3,4,4,4,4
1247,1,5,4,4,3,3,3,4
1248,1,2,0,0,2,1,2,0
1249,0,5,3,2,3,3,4,0
1250,3,3,4,3,3,3,3,2
1251,0,2,0,0,1,0,1,0
1252,0,1,4,2,3,3,4,1
1253,2,1,3,4,3,2,3,3
1254,4,2,4,3,3,2,3,2
1255,1,4,4,4,4,4,4,5
1256,3,4,1,1,1,0,2,1
1257,3,4,1,1,2,1,2,1
1258,3,4,4,4,3,2,3,3
1259,3,4,0,0,1,0,1,0
1260,3,4,2,1,2,1,2,1
1261,4,3,1,1,2,1,2,0
1262,4,3,4,3,3,3,4,1
1263,1,2,2,3,3,2,3,3
1264,0,2,1,2,3,4,4,0
1265,2,1,2,2,3,3,4,0
1266,4,2,3,4,3,3,4,2
1267,1,5,1,0,1,0,2,0
1268,0,1,4,4,3,2,3,2
1269,0,1,2,3,3,2,3,2
1270,2,6,3,2,3,2,3,0
1271,1,5,4,2,3,4,4,0
1272,1,5,4,4,4,3,4,0
1273,1,5,1,1,1,0,2,0
1274,1,3,4,4,4,4,4,3
1275,4,1,0,0,1,0,1,0
1276,3,4,3,3,3,3,3,3
1277,1,6,1,2,3,4,4,9
1278,0,3,4,3,3,3,3,2
1279,0,3,4,4,3,2,3,3
1280,2,2,1,0,1,0,1,0
1281,2,2,1,0,1,0,1,0
1282,2,4,2,2,3,2,3,2
1283,2,4,4,3,3,2,3,3
1284,2,4,4,4,4,4,4,8
1285,4,1,3,2,2,1,3,1
1286,4,3,0,0,0,0,1,0
1287,4,3,4,3,3,2,3,3
1288,4,3,4,4,3,3,3,3
1289,4,4,1,1,3,3,4,13
1290,0,1,3,3,3,3,3,0
1291,4,3,1,0,1,0,1,0
1292,0,3,3,3,4,4,5,3
1293,3,5,0,0,1,1,2,0
1294,4,3,2,1,2,1,2,2
1295,2,6,3,1,2,1,2,1
1296,1,6,3,2,3,2,3,2
1297,1,5,3,2,2,1,2,0
1298,0,1,4,4,4,3,3,0
1299,0,1,2,3,4,4,5,9
1300,3,1,0,0,1,1,2,0
1301,3,1,1,1,2,1,2,0
1302,1,1,2,3,4,4,4,4
1303,1,4,3,2,3,2,3,2
1304,1,4,2,1,2,1,2,1
1305,4,3,1,0,1,0,1,0
1306,4,4,2,1,2,1,3,0
1307,4,3,4,4,4,3,4,4
1308,0,5,1,1,2,1,3,0
1309,1,1,4,3,3,2,3,2
1310,4,1,2,2,3,4,5,9
1311,0,5,0,0,1,0,1,0
1312,4,3,4,4,3,2,3,3
1313,2,1,0,0,1,0,2,0
1314,4,2,3,3,2,2,3,1
1315,0,2,4,4,4,3,4,3
1316,3,1,0,0,1,0,2,0
1317,4,1,4,4,4,4,4,0
1318,3,5,4,4,4,4,4,4
1319,4,3,1,1,2,0,2,1
1320,3,5,4,4,3,3,4,3
1321,0,4,1,2,3,3,4,12
1322,0,4,2,3,4,4,4,14
1323,4,3,3,3,3,2,3,2
1324,1,3,4,4,3,3,3,2
1325,4,3,4,3,3,2,3,2
1326,4,3,2,1,2,1,2,1
1327,1,6,4,4,4,4,4,0
1328,4,1,4,3,3,2,3,2
1329,0,3,4,2,3,2,3,2
1330,4,3,1,2,3,3,4,0
1331,2,6,0,0,1,0,1,0
1332,3,3,0,0,1,0,2,0
1333,2,2,3,2,3,4,4,0
1334,1,3,1,1,1,0,2,0
1335,2,3,2,3,3,2,3,3
1336,2,3,2,1,2,1,2,1
1337,0,1,2,4,4,4,4,5
1338,4,1,3,3,3,3,3,3
1339,0,1,3,4,4,4,6,1
1340,4,3,4,4,4,3,4,3
1341,0,0,3,3,3,3,3,2
1342,2,6,3,2,2,1,2,2
1343,2,2,0,0,1,0,1,0
1344,2,4,0,1,1,0,2,0
1345,2,4,3,3,3,3,3,0
1346,4,2,3,2,3,2,3,0
1347,4,2,4,1,2,1,2,1
1348,4,3,1,0,1,0,2,0
1349,0,2,4,2,2,1,3,1
1350,4,6,4,4,4,4,4,4
1351,1,4,4,4,4,4,5,4
1352,4,2,3,3,3,2,3,2
1353,0,2,4,4,3,3,4,2
1354,0,2,4,3,3,2,3,2
1355,4,3,4,3,3,2,3,2
1356,4,3,0,0,1,0,1,0
1357,4,3,0,0,1,0,1,0
1358,1,1,4,4,3,2,3,3
1359,0,1,0,1,2,2,3,5
1360,4,2,1,1,3,3,4,3
1361,2,6,1,1,3,3,4,5
1362,1,5,2,2,3,3,4,0
1363,4,1,2,3,4,4,5,2
1364,3,4,3,3,3,2,3,2
1365,3,4,0,0,0,0,0,0
1366,4,3,0,0,1,0,1,0
1367,1,4,3,3,3,3,4,2
1368,0,2,2,3,4,4,5,0
1369,0,2,4,4,4,3,4,0
1370,4,3,1,1,2,1,3,0
1371,0,4,0,0,1,0,1,0
1372,4,1,0,1,2,2,3,13
1373,1,4,2,2,3,4,4,0
1374,1,3,3,3,3,3,4,5
1375,0,3,3,4,3,3,3,3
1376,4,1,2,4,3,3,4,3
1377,0,3,3,2,2,1,3,2
1378,2,3,2,2,2,1,3,2
1379,4,3,0,0,1,0,1,0
1380,4,3,2,1,2,1,3,0
1381,4,1,1,1,3,2,4,3
1382,3,3,0,1,2,2,3,7
1383,1,5,4,4,3,3,4,2
1384,3,6,0,0,1,0,2,0
1385,0,1,2,3,4,4,5,9
1386,3,4,0,0,1,1,2,0
1387,4,4,3,4,4,4,4,4
1388,4,1,3,4,4,4,5,4
1389,0,5,1,1,2,2,3,0
1390,2,2,4,3,3,2,3,3
1391,4,2,0,0,2,1,2,10
1392,2,1,3,2,3,2,3,0
1393,2,6,4,4,4,4,4,4
1394,0,2,0,0,2,1,2,0
1395,3,4,0,0,1,0,2,0
1396,2,5,2,3,4,4,4,4
1397,1,5,4,4,3,3,3,3
1398,4,1,3,1,2,1,3,0
1399,0,4,0,0,0,0,1,0
1400,1,4,2,1,2,1,2,1
1401,2,4,1,1,2,2,3,0
1402,4,4,4,4,4,4,4,3
1403,4,3,1,1,1,0,1,0
1404,3,4,0,0,1,0,1,0
1405,4,3,1,0,1,0,1,0
1406,3,4,0,0,1,0,1,0
1407,4,2,0,0,1,0,1,0
1408,0,2,3,4,3,3,3,2
1409,4,2,3,4,3,3,4,3
1410,0,1,2,2,3,4,4,3
1411,2,7,3,2,3,2,4,2
1412,2,6,0,0,2,1,2,0
1413,1,5,2,3,4,4,5,8
1414,3,4,4,2,2,1,3,2
1415,3,4,0,0,1,0,2,0
1416,0,3,2,2,3,4,4,14
1417,4,3,4,4,3,3,3,3
1418,0,2,3,3,3,2,3,2
1419,0,1,1,1,2,1,3,0
1420,1,2,3,2,3,2,3,2
1421,1,4,0,0,1,1,2,0
1422,4,3,4,2,3,2,3,2
1423,2,1,0,0,0,0,0,0
1424,2,1,2,3,4,4,6,6
1425,2,3,2,3,3,4,5,0
1426,0,5,2,3,4,4,5,10
1427,2,2,1,0,1,0,1,0
1428,2,2,0,0,1,0,2,0
1429,2,3,3,3,4,4,5,4
1430,4,1,2,2,3,2,3,2
1431,4,1,2,1,2,1,2,1
1432,0,2,3,3,4,4,5,8
1433,3,1,2,2,3,2,3,2
1434,0,3,2,1,2,1,2,1
1435,3,6,1,1,1,0,2,0
1436,0,3,1,2,2,1,2,1
1437,0,3,2,3,3,2,3,2
1438,4,3,2,2,3,4,5,6
1439,4,3,2,3,3,3,3,4
1440,0,1,1,3,4,4,5,10
1441,1,6,3,3,3,2,3,2
1442,1,5,3,4,3,2,3,2
1443,3,4,0,0,0,0,0,0
1444,1,3,0,1,1,1,2,0
1445,0,1,1,0,1,0,2,0
1446,0,3,2,2,4,4,5,12
1447,0,3,2,4,3,2,3,3
1448,3,3,0,0,0,0,0,0
1449,4,4,1,1,2,1,3,0
1450,3,4,2,1,2,1,2,1
1451,3,4,0,0,1,0,1,0
1452,4,1,1,2,3,3,4,10
1453,4,1,1,1,3,3,4,10
1454,2,7,1,0,1,0,1,0
1455,4,3,4,3,3,2,3,2
1456,3,5,4,4,4,4,4,4
1457,4,3,2,2,3,2,3,2
1458,4,2,3,1,2,1,2,1
1459,4,2,2,1,2,1,2,1
1460,0,2,1,1,2,2,3,4
1461,0,2,2,3,3,4,4,0
1462,4,3,2,1,2,1,2,1
1463,1,4,1,2,3,3,4,3
1464,3,2,0,1,2,1,3,4
1465,1,4,1,1,1,0,2,1
1466,1,4,2,2,2,1,3,2
1467,4,2,1,1,2,1,3,0
1468,0,1,4,4,3,3,4,3
1469,2,6,4,3,4,4,4,4
1470,4,1,3,4,4,4,5,5
1471,1,1,4,4,3,3,4,3
1472,2,2,0,1,2,1,3,5
1473,4,3,4,3,3,1,3,2
1474,0,1,3,3,3,4,4,5
1475,1,5,3,4,4,3,4,3
1476,3,3,1,1,2,2,3,14
1477,2,5,0,0,0,0,0,0
1478,2,1,4,1,2,1,2,1
1479,2,6,4,4,4,3,4,3
1480,4,2,2,2,3,4,4,13
1481,2,3,4,3,3,2,3,2
1482,2,2,4,3,3,2,3,2
1483,1,2,0,0,2,1,2,0
1484,1,2,0,1,2,1,3,0
1485,2,1,1,2,3,4,4,0
1486,1,1,4,4,3,3,4,2
1487,0,3,0,0,2,1,2,0
1488,0,3,3,3,3,2,3,2
1489,2,5,2,3,3,3,4,11
1490,1,3,0,0,1,0,2,0
1491,2,3,0,0,1,0,1,0
1492,4,3,2,3,3,2,3,3
1493,4,2,3,2,2,1,3,1
1494,0,2,3,2,3,2,3,1
1495,4,1,2,2,3,4,4,0
1496,0,1,2,2,3,4,4,7
1497,0,1,2,2,2,1,2,0
1498,4,3,4,4,3,2,3,3
1499,4,1,0,0,1,0,2,0
1500,3,4,0,0,1,0,2,0
1501,3,4,3,3,2,2,3,1
1502,3,1,0,0,2,1,2,0
1503,0,2,0,0,1,0,2,13
1504,3,6,3,4,3,3,3,3
1505,1,4,4,2,3,2,3,2
1506,1,4,4,3,3,2,3,3
1507,0,1,4,3,3,3,3,3
1508,0,1,3,2,2,1,2,2
1509,2,2,2,3,3,2,3,2
1510,0,1,1,1,3,2,4,0
1511,4,5,2,2,3,4,5,6
1512,0,1,2,2,2,2,3,1
1513,0,3,1,1,2,1,2,0
1514,0,3,4,3,3,2,3,1
1515,3,1,1,1,1,0,2,0
1516,1,5,3,4,4,3,4,3
1517,2,6,3,3,3,3,4,3
1518,4,3,4,4,3,3,3,3
