,alpha_kmeans,delta_kmeans,u_kmeans,g_kmeans,r_kmeans,i_kmeans,z_kmeans,redshift_kmeans
770,0,3,8,14,12,10,8,3
771,9,3,8,12,11,9,7,3
772,0,3,11,13,12,9,6,4
773,3,5,9,14,15,14,12,4
774,7,5,5,5,5,4,3,1
775,1,1,7,9,12,8,6,0
776,9,1,12,14,16,13,9,6
777,7,4,5,5,5,3,2,1
778,5,1,6,5,6,5,4,2
779,7,4,11,14,13,10,8,4
780,4,8,5,8,10,10,9,7
781,0,2,9,11,14,13,11,0
782,0,2,7,9,11,11,10,11
783,0,2,8,11,14,13,10,7
784,9,3,8,12,13,10,9,4
785,0,2,10,13,12,9,7,3
786,5,1,11,14,15,13,10,0
787,3,1,12,12,11,9,7,2
788,2,5,5,5,5,4,3,0
789,8,3,10,11,9,7,6,3
790,2,4,5,5,5,4,3,0
791,7,2,12,12,13,10,12,0
792,4,5,11,13,13,10,8,4
793,2,6,8,11,14,13,11,6
794,1,1,10,15,18,16,12,5
795,0,0,10,14,14,11,9,3
796,2,7,6,6,7,6,6,0
797,7,4,4,5,5,4,4,1
798,4,2,4,4,4,3,2,1
799,5,2,6,7,6,5,4,2
800,5,2,8,11,12,10,8,4
801,9,1,13,13,12,9,7,4
802,9,1,7,11,14,13,11,8
803,7,7,11,10,9,7,6,2
804,7,3,3,7,8,8,7,7
805,6,8,4,5,5,4,3,1
806,5,4,3,3,4,3,3,0
807,9,4,2,3,3,3,2,0
808,0,3,9,13,12,9,7,4
809,0,4,12,7,6,5,3,2
810,0,3,14,15,14,11,8,4
811,6,4,3,4,5,4,3,1
812,2,6,14,16,16,12,9,0
813,4,8,4,5,6,5,4,1
814,3,7,6,7,7,5,4,2
815,3,7,11,9,8,6,4,3
816,7,3,5,7,8,7,7,0
817,0,1,7,12,15,14,12,7
818,9,3,15,14,14,10,8,4
819,2,2,12,10,11,9,13,0
820,7,4,2,3,4,4,4,0
821,2,4,5,3,3,2,1,0
822,2,4,3,3,3,2,1,1
823,2,4,8,10,10,8,6,0
824,8,3,13,17,15,12,9,0
825,8,3,13,12,11,9,7,3
826,8,3,11,9,9,7,5,2
827,5,7,2,3,4,3,2,1
828,1,4,4,7,10,11,10,0
829,8,3,10,11,10,8,6,3
830,1,1,4,7,9,8,7,3
831,3,7,10,10,10,7,5,0
832,2,1,11,12,11,9,7,3
833,7,3,1,1,1,1,1,0
834,0,2,4,6,7,7,6,0
835,7,6,13,14,17,13,9,6
836,2,4,5,5,5,4,3,1
837,3,5,12,10,9,7,5,3
838,3,5,7,7,6,5,4,1
839,4,4,5,6,8,7,7,0
840,9,1,7,15,14,11,8,5
841,8,3,8,14,13,10,8,4
842,1,1,10,14,18,16,13,7
843,2,6,4,5,5,4,4,1
844,3,2,12,14,17,14,11,5
845,3,3,12,14,16,14,10,4
846,4,4,6,6,8,7,6,0
847,1,2,1,1,1,1,1,0
848,4,2,3,3,3,2,1,0
849,9,1,9,14,17,14,12,5
850,8,1,7,9,11,11,9,4
851,3,6,8,11,11,9,8,4
852,0,3,13,14,14,11,8,4
853,0,4,7,9,10,9,7,4
854,1,1,9,14,16,14,9,5
855,7,3,1,1,1,1,1,0
856,3,1,8,11,11,9,7,4
857,3,1,12,12,11,8,7,3
858,0,1,11,15,15,12,9,4
859,0,3,8,15,15,11,8,5
860,0,3,8,11,13,12,10,7
861,6,7,6,8,11,11,9,10
862,7,4,0,0,2,2,2,0
863,4,8,14,8,7,6,4,2
864,3,7,5,5,5,4,3,1
865,0,1,7,12,15,15,12,5
866,7,4,4,5,5,4,3,1
867,9,1,9,15,17,14,12,5
868,4,1,9,11,14,13,10,6
869,0,5,11,14,14,10,8,0
870,6,1,8,9,8,7,5,2
871,2,4,10,11,12,10,8,3
872,2,5,10,15,15,12,9,5
873,0,3,12,11,10,8,7,3
874,0,3,13,10,9,7,6,2
875,8,3,8,7,6,5,3,2
876,8,3,14,12,9,7,6,2
877,6,5,4,4,4,3,2,1
878,7,4,9,10,9,7,6,2
879,7,4,10,13,12,9,8,3
880,0,1,6,9,11,11,10,7
881,4,8,7,10,14,13,11,8
882,9,3,10,15,17,13,9,0
883,9,3,13,13,11,9,7,3
884,2,1,6,6,6,4,3,2
885,8,1,5,5,6,5,4,1
886,7,4,2,3,4,3,3,1
887,0,1,12,14,16,12,9,0
888,0,3,9,11,14,13,11,0
889,5,5,10,11,10,8,6,3
890,2,6,7,11,14,14,11,7
891,3,7,10,12,12,10,8,0
892,1,1,13,13,15,13,11,4
893,0,0,10,13,12,10,8,3
894,4,4,4,4,4,4,3,1
895,9,3,5,5,6,5,4,0
896,9,3,6,10,13,12,9,8
897,9,1,9,13,12,9,7,4
898,9,1,14,12,11,9,7,3
899,6,5,6,5,5,3,3,1
900,8,1,7,11,14,14,11,10
901,5,7,11,14,12,10,7,3
902,9,3,7,10,12,11,10,9
903,7,3,5,8,11,11,9,9
904,4,1,12,12,12,9,8,3
905,4,8,8,13,14,15,10,2
906,6,3,12,13,12,9,7,3
907,7,3,12,13,12,10,8,3
908,7,3,5,7,10,9,8,10
909,4,8,10,10,9,7,6,2
910,9,3,10,12,12,9,7,4
911,0,3,5,5,4,3,2,1
912,5,2,13,13,12,10,7,4
913,5,2,8,10,11,9,7,4
914,3,1,7,9,9,7,5,3
915,3,1,13,11,10,8,6,2
916,7,4,7,8,9,8,7,0
917,5,7,11,14,14,11,8,4
918,3,5,7,10,9,7,5,8
919,0,2,8,10,14,14,10,10
920,3,7,14,11,10,8,6,3
921,8,3,12,12,15,12,9,5
922,6,5,11,12,11,8,7,3
923,7,4,6,6,6,4,3,1
924,7,5,2,3,5,4,4,0
925,7,5,13,15,15,12,9,4
926,7,4,11,12,12,9,8,2
927,5,7,3,4,4,3,3,1
928,9,1,11,13,18,13,11,5
929,8,1,11,16,17,14,11,5
930,7,4,7,7,6,5,4,1
931,7,3,14,12,12,10,8,3
932,7,4,13,15,14,11,8,4
933,9,1,7,9,12,11,10,9
934,1,1,4,7,9,8,7,6
935,1,1,6,6,7,6,5,0
936,8,2,6,8,11,11,9,0
937,8,3,6,6,6,4,3,1
938,4,8,6,8,11,11,10,7
939,9,1,11,12,16,15,12,7
940,4,1,8,11,14,13,10,0
941,9,3,7,11,12,9,8,3
942,6,5,2,3,3,2,1,0
943,5,2,2,3,5,4,4,0
944,3,2,9,14,13,9,7,4
945,3,2,9,10,9,6,5,3
946,7,1,5,7,8,7,6,0
947,7,7,13,15,15,12,8,0
948,5,5,10,11,11,9,7,3
949,2,6,6,7,9,8,7,0
950,9,3,9,14,15,12,9,4
951,4,3,12,15,16,8,5,0
952,9,1,13,13,13,10,8,4
953,1,5,4,6,7,6,5,0
954,7,3,2,3,5,5,4,0
955,6,3,1,1,2,2,2,0
956,4,8,10,13,15,12,9,4
957,8,4,14,11,10,8,6,3
958,3,1,14,13,12,10,9,6
959,3,1,12,13,11,9,7,3
960,9,4,6,8,10,9,8,8
961,9,3,8,12,15,14,11,6
962,5,4,9,12,12,9,7,4
963,7,3,5,7,8,7,7,0
964,1,1,11,14,13,10,8,3
965,3,5,8,14,17,14,12,5
966,3,5,10,14,13,10,7,4
967,9,5,9,10,19,11,10,0
968,9,2,6,5,4,3,2,1
969,0,2,5,4,3,2,1,1
970,8,1,14,18,16,12,9,4
971,7,3,9,11,15,14,12,1
972,9,1,12,13,18,15,13,6
973,7,4,13,12,12,10,9,1
974,4,1,12,12,11,9,8,2
975,7,4,7,5,5,4,3,1
976,8,3,7,11,10,7,5,3
977,2,1,12,12,13,9,7,3
978,5,5,12,15,15,10,8,5
979,5,1,8,10,12,12,9,0
980,0,2,9,11,10,7,6,3
981,6,7,9,16,17,13,8,5
982,8,1,12,14,15,12,9,2
983,7,4,13,14,13,10,8,3
984,6,5,4,4,4,4,3,1
985,5,8,9,11,12,10,8,3
986,5,2,5,5,4,3,2,1
987,5,2,4,5,6,5,4,1
988,9,3,11,10,9,6,5,0
989,9,4,5,6,7,6,6,0
990,9,1,8,11,13,10,9,5
991,9,1,9,10,9,7,6,2
992,7,3,9,11,14,14,12,8
993,6,6,9,16,13,9,7,4
994,1,1,14,18,16,12,8,5
995,1,1,3,4,5,4,3,1
996,9,1,7,12,14,14,11,8
997,0,3,13,14,13,10,7,3
998,0,3,10,13,12,9,8,3
999,6,7,5,8,10,10,9,10
1000,5,8,4,4,5,4,3,0
1001,4,8,8,8,7,5,4,2
1002,3,7,13,12,11,9,7,3
1003,7,2,2,2,4,4,4,0
1004,1,6,12,9,8,5,5,0
1005,0,0,7,10,10,8,7,3
1006,6,1,9,12,16,14,11,11
1007,3,4,9,11,10,8,7,4
1008,5,2,15,11,11,9,7,3
1009,9,3,5,7,10,10,8,9
1010,0,1,4,4,6,5,4,1
1011,0,1,4,5,6,5,4,1
1012,0,3,9,9,8,6,5,2
1013,3,5,1,1,1,1,1,0
1014,2,4,8,14,11,9,7,3
1015,3,5,8,18,18,14,9,0
1016,4,4,11,11,13,13,11,0
1017,8,3,14,15,13,10,7,4
1018,6,6,2,2,2,2,1,1
1019,1,4,1,2,3,2,2,0
1020,8,3,8,13,12,9,8,3
1021,9,2,7,8,8,6,5,1
1022,0,2,9,10,9,7,6,2
1023,4,9,7,7,7,5,4,2
1024,1,1,2,4,6,6,5,4
1025,9,1,10,13,16,12,11,5
1026,7,4,10,9,8,6,5,2
1027,9,3,12,13,12,9,7,3
1028,8,3,8,16,15,11,8,4
1029,6,3,6,5,5,4,3,0
1030,0,3,15,18,18,14,4,2
1031,4,2,14,13,12,9,7,4
1032,2,1,11,11,10,8,6,3
1033,3,1,11,10,10,7,5,0
1034,8,1,6,7,8,6,5,1
1035,6,5,9,13,14,11,8,4
1036,7,4,3,4,4,3,2,1
1037,8,1,13,15,16,11,9,0
1038,0,2,4,6,8,7,6,10
1039,9,3,9,9,9,7,5,0
1040,9,1,7,11,15,14,10,5
1041,4,2,7,11,14,15,11,5
1042,8,3,14,12,13,10,7,0
1043,0,2,10,11,9,8,6,2
1044,1,2,12,16,14,11,9,4
1045,5,5,11,17,15,11,8,4
1046,3,8,10,16,15,11,8,4
1047,3,3,5,5,5,4,3,0
1048,5,6,8,11,14,14,10,5
1049,4,2,3,3,3,2,1,1
1050,4,5,13,14,13,10,9,3
1051,4,3,5,8,10,10,9,7
1052,2,2,8,7,7,5,3,0
1053,9,1,10,14,13,10,8,3
1054,6,1,15,12,11,8,7,3
1055,0,3,13,9,8,6,5,2
1056,4,4,5,5,5,4,3,1
1057,1,3,7,10,11,10,9,4
1058,9,3,13,11,11,8,6,3
1059,0,3,12,16,14,10,8,4
1060,0,3,7,10,9,7,5,3
1061,3,5,13,15,17,15,10,5
1062,3,5,9,14,17,14,12,4
1063,0,1,8,12,15,14,11,9
1064,0,2,5,9,12,11,9,9
1065,6,1,14,14,12,10,8,3
1066,7,4,2,2,2,1,0,0
1067,9,5,11,9,10,10,9,0
1068,0,2,8,8,7,5,4,2
1069,1,1,3,4,5,4,3,1
1070,7,4,2,2,2,1,1,1
1071,6,5,14,11,10,8,7,3
1072,4,1,3,6,8,8,8,0
1073,0,1,3,4,6,5,4,0
1074,1,1,2,1,1,0,0,0
1075,1,1,5,5,6,5,4,0
1076,0,0,4,4,4,3,2,1
1077,3,7,8,11,13,13,11,3
1078,2,6,14,18,17,13,9,5
1079,9,3,8,12,11,9,7,3
1080,4,2,11,11,11,9,7,3
1081,2,4,11,16,15,12,9,4
1082,2,4,9,13,12,9,7,4
1083,3,6,10,13,13,10,8,4
1084,7,3,9,12,11,9,7,3
1085,9,2,14,10,9,7,5,2
1086,6,2,3,2,3,2,2,0
1087,3,2,5,6,5,4,3,1
1088,6,2,9,12,15,15,12,0
1089,4,3,10,13,16,13,10,5
1090,9,1,13,13,15,13,10,5
1091,4,8,10,11,11,9,7,3
1092,8,1,7,10,13,13,11,8
1093,1,3,3,3,3,2,2,0
1094,8,2,15,13,13,10,8,4
1095,7,8,11,16,15,11,9,4
1096,6,8,14,13,13,10,8,3
1097,6,8,14,12,12,10,7,3
1098,9,1,13,15,14,11,8,3
1099,0,3,15,16,15,12,8,5
1100,0,3,14,13,12,11,10,2
1101,0,3,8,11,15,14,11,10
1102,5,8,2,3,3,3,2,1
1103,3,8,11,18,15,11,9,5
1104,0,1,6,8,10,10,8,6
1105,7,3,4,4,5,4,4,0
1106,4,8,12,13,12,9,7,3
1107,9,3,8,7,6,4,3,0
1108,4,8,9,10,9,7,6,2
1109,3,5,3,4,5,5,4,0
1110,4,4,10,12,15,15,12,9
1111,1,2,10,10,9,7,5,2
1112,6,1,8,11,10,8,7,3
1113,0,3,11,10,9,7,6,3
1114,7,3,11,12,11,8,6,3
1115,7,4,3,3,2,2,1,1
1116,9,2,9,9,8,6,5,2
1117,0,1,6,9,12,11,10,0
1118,1,1,10,8,8,6,5,0
1119,9,3,13,17,15,12,9,4
1120,0,2,7,10,13,13,11,0
1121,0,2,3,5,6,5,5,0
1122,6,6,12,17,17,13,9,5
1123,2,4,15,9,8,6,5,3
1124,3,6,5,5,4,3,2,1
1125,8,3,9,10,10,9,7,2
1126,2,5,5,4,4,3,2,1
1127,6,7,13,16,14,11,8,4
1128,7,7,11,14,15,13,10,3
1129,5,8,7,11,10,9,8,2
1130,3,6,8,9,11,11,9,0
1131,8,8,6,3,2,1,0,0
1132,9,1,4,5,7,6,5,1
1133,7,3,13,12,10,8,6,3
1134,7,4,6,5,5,4,3,1
1135,9,1,9,13,15,13,11,5
1136,9,1,12,14,14,11,8,4
1137,3,4,10,12,16,14,11,6
1138,4,4,8,7,6,5,4,2
1139,9,4,4,6,8,8,6,5
1140,9,3,1,2,3,2,2,0
1141,6,3,7,10,14,13,11,10
1142,4,3,4,5,5,4,3,1
1143,8,1,7,10,12,12,10,0
1144,9,1,7,11,16,14,12,8
1145,3,8,11,14,16,13,9,6
1146,9,1,10,16,16,12,9,5
1147,7,4,3,3,3,2,2,1
1148,7,4,5,6,6,5,3,1
1149,7,4,5,5,6,4,3,1
1150,2,6,4,5,7,7,6,0
1151,6,2,3,6,8,7,7,7
1152,0,1,11,14,15,13,11,5
1153,0,1,9,12,11,9,8,3
1154,3,7,8,12,15,14,12,7
1155,4,4,3,3,3,2,2,0
1156,9,1,13,12,12,10,8,4
1157,5,2,4,4,4,3,2,1
1158,2,4,10,9,8,6,5,2
1159,2,4,15,10,9,7,6,3
1160,5,1,7,9,11,11,9,0
1161,8,3,10,14,13,10,7,4
1162,6,1,11,12,13,10,8,3
1163,3,6,13,15,15,12,9,4
1164,7,4,10,11,9,7,5,4
1165,7,5,6,6,5,4,3,1
1166,9,5,10,10,12,12,10,0
1167,1,1,5,7,9,9,8,0
1168,9,3,7,12,11,9,7,3
1169,9,3,9,9,8,6,5,2
1170,4,8,11,10,13,12,11,7
1171,7,4,6,7,8,7,7,0
1172,9,5,10,11,14,13,11,9
1173,2,6,10,13,13,10,8,3
1174,7,1,3,3,3,3,2,0
1175,5,5,12,13,12,9,7,3
1176,5,6,7,11,14,13,11,7
1177,7,3,6,7,8,7,6,0
1178,4,4,6,7,9,9,9,0
1179,0,1,11,16,16,12,9,5
1180,3,1,4,5,5,4,3,1
1181,7,4,8,9,8,7,5,2
1182,7,4,4,4,4,3,2,1
1183,8,7,4,5,7,6,5,0
1184,9,1,10,13,13,10,8,3
1185,9,1,9,9,10,8,7,1
1186,4,8,10,14,14,11,8,4
1187,4,4,8,8,7,5,4,1
1188,5,4,3,4,4,3,2,0
1189,9,2,4,3,3,2,1,1
1190,9,2,7,7,6,4,3,1
1191,9,2,12,8,7,5,4,2
1192,0,2,8,7,6,4,3,2
1193,0,2,9,10,9,7,5,2
1194,0,2,7,9,8,6,5,2
1195,0,1,6,9,12,11,10,8
1196,7,3,11,10,9,7,6,2
1197,7,3,8,10,9,7,5,2
1198,4,1,6,8,10,10,9,0
1199,7,4,7,9,7,6,4,2
1200,6,4,6,8,10,10,9,0
1201,3,7,5,6,6,4,3,2
1202,3,7,12,12,11,8,7,2
1203,9,3,13,17,14,11,8,4
1204,3,4,7,9,12,10,10,1
1205,9,3,3,5,6,6,5,0
1206,7,4,4,3,3,2,2,1
1207,0,2,10,9,8,6,4,2
1208,0,2,7,7,6,5,3,2
1209,3,1,13,11,10,8,6,3
1210,9,3,7,9,8,6,5,2
1211,9,1,9,14,17,14,11,5
1212,4,1,13,14,13,10,8,3
1213,3,5,11,14,17,15,12,6
1214,3,4,14,10,10,7,6,3
1215,3,5,11,14,17,16,11,5
1216,9,5,7,8,9,8,8,0
1217,4,5,9,13,12,9,7,3
1218,4,5,10,14,15,12,9,3
1219,3,6,7,9,11,11,9,11
1220,3,3,14,13,15,13,9,5
1221,7,3,5,5,5,4,3,1
1222,7,3,12,13,12,9,7,3
1223,5,2,10,11,11,9,7,3
1224,4,5,11,9,9,7,5,2
1225,2,4,9,12,12,9,7,3
1226,2,5,12,17,16,11,9,4
1227,4,4,10,12,14,12,9,5
1228,5,4,9,13,12,9,7,4
1229,1,4,3,4,5,5,4,0
1230,7,9,12,9,10,10,9,0
1231,5,7,4,5,5,4,3,1
1232,5,7,10,14,13,10,8,3
1233,6,2,11,16,17,10,6,0
1234,9,1,7,12,14,13,11,6
1235,3,7,13,10,9,7,5,3
1236,4,9,13,9,8,6,5,3
1237,4,9,8,9,8,6,5,2
1238,4,9,4,5,5,4,3,1
1239,0,1,13,13,12,10,8,3
1240,3,3,14,15,14,11,9,3
1241,7,4,11,8,8,6,4,2
1242,7,4,7,7,6,5,3,2
1243,4,3,4,7,8,8,7,7
1244,1,1,15,18,14,11,8,5
1245,0,1,7,6,7,6,6,0
1246,0,1,9,12,15,14,10,5
1247,3,7,11,15,14,11,8,4
1248,2,2,4,5,6,5,5,0
1249,2,6,9,10,11,10,9,0
1250,6,3,11,12,12,10,8,3
1251,1,2,3,3,3,2,2,1
1252,0,1,12,9,11,10,9,1
1253,4,1,10,14,13,9,7,4
1254,8,2,11,12,11,9,7,3
1255,3,5,12,13,16,14,10,5
1256,7,4,6,6,5,4,3,1
1257,6,5,6,6,6,5,3,1
1258,7,4,13,16,12,9,7,3
1259,7,4,4,3,3,2,1,1
1260,7,4,8,8,7,6,4,2
1261,9,3,5,6,6,4,3,1
1262,8,3,12,11,11,10,8,2
1263,3,2,9,11,11,9,7,3
1264,0,2,7,9,13,13,10,1
1265,5,1,8,10,12,12,9,0
1266,8,2,10,13,12,10,8,3
1267,3,6,5,5,5,4,3,1
1268,1,1,12,13,11,9,7,3
1269,0,0,9,12,11,9,7,3
1270,5,8,11,10,11,9,7,0
1271,2,6,12,11,13,12,11,0
1272,2,6,14,16,15,12,8,0
1273,2,6,5,5,5,4,3,0
1274,3,3,14,14,16,13,11,4
1275,9,1,4,4,4,3,2,1
1276,7,4,10,12,12,10,8,3
1277,2,8,7,10,13,13,10,8
1278,0,3,14,12,12,9,7,3
1279,0,3,15,13,11,9,7,3
1280,5,2,4,4,4,3,2,1
1281,5,2,5,4,4,3,2,1
1282,4,5,8,10,11,9,7,3
1283,4,5,14,12,11,9,7,3
1284,5,5,11,15,15,12,9,7
1285,9,1,9,9,8,7,5,2
1286,7,3,0,1,1,1,1,0
1287,7,4,14,11,10,7,5,3
1288,9,3,14,14,14,10,8,4
1289,9,4,6,8,10,10,9,11
1290,1,1,11,11,12,10,8,0
1291,9,3,6,4,4,2,1,0
1292,0,3,11,12,15,14,12,3
1293,6,7,3,4,5,5,4,0
1294,9,3,7,8,7,5,4,2
1295,4,8,10,8,8,6,5,2
1296,3,8,9,10,9,7,6,2
1297,3,7,10,9,9,6,5,0
1298,0,1,12,14,15,10,7,0
1299,0,1,8,11,14,14,12,8
1300,6,1,3,4,6,5,4,0
1301,6,1,6,6,6,5,4,0
1302,4,1,8,11,14,14,11,5
1303,2,4,9,11,10,8,6,3
1304,3,4,7,8,7,5,4,2
1305,9,3,4,5,4,3,2,1
1306,9,5,8,7,8,7,6,0
1307,9,3,13,13,14,11,8,5
1308,1,6,5,6,7,6,5,0
1309,2,1,14,12,11,9,7,3
1310,9,1,7,10,13,12,11,8
1311,2,6,3,2,2,1,1,1
1312,9,3,14,13,11,8,6,4
1313,4,1,1,2,3,3,3,0
1314,8,2,10,11,9,8,6,2
1315,0,2,13,17,14,11,8,4
1316,6,1,2,3,4,4,3,0
1317,8,1,13,16,17,12,9,0
1318,6,7,14,16,15,12,9,5
1319,7,3,7,6,6,4,3,1
1320,6,6,13,14,13,11,8,4
1321,0,5,6,9,12,12,10,10
1322,0,5,7,11,15,14,11,11
1323,8,3,9,12,11,9,7,3
1324,3,3,13,14,13,10,8,3
1325,9,3,14,11,10,8,7,3
1326,8,3,7,6,6,4,3,1
1327,2,8,14,15,15,12,9,0
1328,9,1,11,12,11,8,6,3
1329,0,3,12,11,9,7,6,2
1330,7,3,6,9,11,11,9,0
1331,4,8,4,3,3,2,2,0
1332,6,4,3,4,5,4,3,1
1333,5,2,10,11,14,13,11,0
1334,3,4,5,5,5,4,3,1
1335,4,4,9,11,11,9,7,4
1336,5,4,8,8,7,6,4,2
1337,1,1,9,13,15,14,10,5
1338,9,1,10,12,12,10,7,4
1339,1,1,11,16,17,16,13,2
1340,9,3,12,16,15,12,8,4
1341,0,0,10,13,12,10,7,3
1342,4,8,9,9,8,6,4,3
1343,5,2,4,3,3,2,1,1
1344,4,5,4,5,5,4,3,1
1345,4,5,10,12,12,10,7,0
1346,7,2,10,9,10,9,8,0
1347,9,2,13,8,7,6,4,2
1348,9,3,6,5,4,3,3,0
1349,0,2,14,10,9,7,6,2
1350,7,8,13,16,15,12,9,4
1351,3,5,11,14,17,14,12,5
1352,9,2,10,11,10,8,6,3
1353,0,2,13,13,13,10,8,3
1354,0,2,13,12,11,9,7,3
1355,8,3,15,12,11,9,6,3
1356,7,3,4,3,3,2,1,0
1357,7,3,4,3,2,1,1,1
1358,3,1,12,14,12,9,7,4
1359,0,1,4,7,8,8,8,6
1360,9,2,6,8,10,10,9,4
1361,4,8,5,8,11,11,9,5
1362,3,7,8,9,12,11,10,0
1363,9,1,8,12,14,16,12,3
1364,6,5,10,12,11,9,7,3
1365,6,5,2,1,1,0,0,0
1366,7,3,4,3,3,2,2,1
1367,2,4,10,12,12,10,8,2
1368,0,2,8,11,14,15,11,0
1369,0,2,13,14,15,11,9,0
1370,7,4,5,6,8,7,6,0
1371,1,4,3,3,3,2,1,0
1372,8,1,4,6,8,7,6,11
1373,2,5,7,10,13,12,10,0
1374,3,3,9,12,13,11,8,5
1375,0,3,11,13,13,10,8,4
1376,8,1,8,14,13,10,9,4
1377,0,3,9,11,9,7,5,3
1378,5,4,8,10,9,7,6,3
1379,9,3,1,2,3,2,2,0
1380,7,4,7,6,9,6,5,0
1381,9,1,5,7,9,9,8,4
1382,6,3,3,7,8,8,7,7
1383,3,7,12,15,13,11,9,3
1384,5,8,3,3,4,4,3,1
1385,0,1,8,12,16,14,11,8
1386,7,4,3,4,5,4,4,1
1387,9,5,11,18,18,14,9,5
1388,9,1,9,13,15,14,12,5
1389,2,6,6,7,9,8,7,0
1390,5,2,12,13,12,9,7,3
1391,7,2,2,4,6,5,4,9
1392,4,1,10,10,9,8,6,0
1393,5,8,14,16,16,12,9,5
1394,1,2,3,4,6,5,5,0
1395,6,4,3,4,5,4,3,0
1396,5,7,7,11,15,13,11,5
1397,4,7,12,14,14,10,8,4
1398,8,1,10,8,9,7,8,0
1399,1,4,1,1,2,1,1,0
1400,3,4,8,6,6,4,3,1
1401,4,4,5,7,8,8,7,0
1402,9,5,13,16,16,12,9,4
1403,8,3,7,5,5,3,2,1
1404,7,4,3,3,4,3,2,1
1405,7,3,5,4,4,3,2,1
1406,7,4,4,4,4,3,2,1
1407,9,2,3,2,2,2,1,1
1408,0,2,10,14,12,10,8,3
1409,8,2,10,15,14,10,8,3
1410,0,1,7,10,13,12,10,4
1411,4,9,10,11,12,9,8,3
1412,5,8,3,5,6,6,5,0
1413,3,7,8,12,15,14,11,7
1414,7,4,13,10,9,7,5,3
1415,7,4,3,3,4,4,3,1
1416,0,3,8,10,12,12,9,11
1417,9,3,13,14,14,11,8,4
1418,0,2,10,11,11,8,7,3
1419,0,1,5,7,8,7,6,0
1420,3,2,9,10,9,7,6,2
1421,2,5,4,5,5,4,4,1
1422,8,3,12,11,10,8,6,2
1423,4,1,1,1,0,0,0,0
1424,4,1,9,11,15,14,13,6
1425,4,3,8,11,14,14,11,0
1426,2,7,9,12,16,14,12,9
1427,4,2,5,4,4,3,2,1
1428,5,2,2,3,4,3,3,0
1429,4,4,10,13,16,13,11,5
1430,9,1,9,10,9,7,6,3
1431,9,1,8,8,7,6,4,2
1432,0,2,10,12,15,15,12,7
1433,6,1,9,10,10,8,6,3
1434,0,3,7,7,6,5,3,2
1435,5,8,6,5,5,4,3,1
1436,0,3,6,9,7,6,4,2
1437,0,3,9,12,11,8,7,3
1438,9,3,7,10,13,13,11,6
1439,8,3,9,12,12,10,8,5
1440,0,0,7,11,15,14,11,9
1441,3,8,9,12,10,8,6,3
1442,2,6,11,13,12,9,7,3
1443,7,4,2,1,1,0,0,0
1444,2,3,3,5,6,5,4,1
1445,1,1,4,4,5,3,3,1
1446,0,3,9,11,15,14,11,10
1447,0,3,9,13,12,9,7,4
1448,7,4,1,0,0,0,0,0
1449,9,5,5,6,7,7,6,0
1450,7,4,8,8,7,6,4,2
1451,7,4,2,2,2,2,1,1
1452,9,1,7,10,12,11,10,9
1453,9,1,6,8,11,11,9,9
1454,5,9,4,4,4,3,2,1
1455,9,3,11,12,12,9,7,3
1456,7,6,14,16,17,13,9,5
1457,9,3,8,10,10,8,6,3
1458,9,2,10,7,7,5,4,2
1459,9,2,8,8,7,6,4,2
1460,0,2,5,7,9,9,8,5
1461,0,2,8,11,14,13,10,0
1462,8,3,9,8,7,5,4,2
1463,2,4,7,9,12,11,9,4
1464,6,2,3,5,7,7,6,5
1465,3,4,7,6,5,4,3,1
1466,2,4,9,9,8,7,5,2
1467,7,1,6,7,8,7,6,0
1468,1,1,13,15,13,10,8,4
1469,4,8,13,12,15,12,9,5
1470,9,1,9,14,17,14,12,6
1471,3,1,14,15,14,10,8,4
1472,5,2,3,6,7,7,6,5
1473,9,3,11,12,10,7,5,3
1474,0,1,9,12,14,13,11,6
1475,3,7,9,14,15,12,9,4
1476,7,3,6,7,9,9,7,11
1477,5,6,0,0,0,0,0,0
1478,4,1,11,8,7,5,4,2
1479,4,8,12,15,14,11,8,4
1480,8,2,7,10,13,13,11,11
1481,5,3,12,12,11,9,7,3
1482,4,2,12,12,11,9,7,3
1483,2,2,4,5,6,5,5,0
1484,2,2,4,5,7,6,5,0
1485,4,1,7,9,12,12,10,0
1486,3,1,11,14,14,12,9,3
1487,0,4,2,5,6,5,4,1
1488,0,4,10,12,9,8,6,2
1489,5,6,8,11,13,11,9,10
1490,3,3,2,3,4,4,3,0
1491,4,3,4,5,4,3,2,1
1492,8,3,8,11,11,9,7,3
1493,9,2,11,9,8,7,5,2
1494,0,2,11,10,10,8,6,2
1495,9,1,8,11,14,13,10,0
1496,0,1,7,10,13,12,10,7
1497,1,1,9,9,8,5,4,0
1498,7,3,15,14,13,9,7,4
1499,9,1,3,4,5,4,3,1
1500,6,5,4,5,5,4,3,1
1501,7,4,10,11,9,8,6,2
1502,6,1,3,5,6,5,5,0
1503,0,2,2,3,4,4,3,11
1504,5,7,10,14,13,11,8,4
1505,3,5,11,10,11,9,7,3
1506,3,5,14,11,10,8,6,4
1507,1,1,11,13,12,10,8,4
1508,0,0,10,10,9,7,5,3
1509,5,1,8,11,11,9,7,3
1510,0,0,6,8,10,9,8,0
1511,7,7,7,11,13,13,11,6
1512,1,1,7,9,9,8,6,2
1513,0,3,6,6,6,4,3,1
1514,0,3,13,12,11,9,7,2
